Unnamed: 0,Plate,PCRIndex,MultiplexGroup,RandomIndex,Col384,Row384,Plate.1,PCRIndex.1,MultiplexGroup.1,RandomIndex.1,Col384.1,Row384.1,R1InputReads,R1WithR1Adapter,R1WithTSO,R1WithN6,R1WithTSO_rc,R1WithN6_rc,R1With3PpolyT,R1With5PpolyT,R1With3PpolyA,R1With5PpolyA,R1WithpolyTLong,R1WithpolyALong,R1WithISPCR_F,R1WithISPCR_R,R1QualTrimBP,R1TrimmedReads,R1TrimmedReadsBP,R1TrimmedReadsRate,R1UniqueMappedReads,R1MappingRate,R1UnmappedReads,R1UnuniqueMappedReads,R1OT,R1OB,R1CTOT,R1CTOB,R1TotalC,R1TotalmCGRate,R1TotalmCHGRate,R1TotalmCHHRate,R1MAPQFilteredReads,R1DuplicatedReads,R1DuplicationRate,R1FinalBismarkReads,R2InputReads,R2WithR1Adapter,R2WithTSO,R2WithN6,R2WithTSO_rc,R2WithN6_rc,R2With3PpolyT,R2With5PpolyT,R2With3PpolyA,R2With5PpolyA,R2WithpolyTLong,R2WithpolyALong,R2WithISPCR_F,R2WithISPCR_R,R2QualTrimBP,R2TrimmedReads,R2TrimmedReadsBP,R2TrimmedReadsRate,R2UniqueMappedReads,R2MappingRate,R2UnmappedReads,R2UnuniqueMappedReads,R2OT,R2OB,R2CTOT,R2CTOB,R2TotalC,R2TotalmCHGRate,R2TotalmCHHRate,R2MAPQFilteredReads,R2DuplicatedReads,R2DuplicationRate,R2FinalBismarkReads,R2TotalmCGRate,mCHmC,mCHCov,mCHFrac,mCGmC,mCGCov,mCGFrac,mCCCmC,mCCCCov,mCCCFrac,GenomeCov,LambdaCYFrac,LambdaCYCov,FinalDNAReads,SelectedDNAReadsRatio,FinalCountedReads,FinalRNAReads,RNAUniqueMappedReads,SelectedRNAReadsRatio,CellInputReadPairs,CellBarcodeRatio,GenesDetected,DNAReadsYield,RNAReadsYield,RNA/(DNA+RNA),Dnmt3a_g1,Dnmt3a_g2,Foxg1_g1,Foxg1_g2,Safe_g1,Safe_g2,Total_grna,Dnmt3a_total,Foxg1_total,Safe_total,assign_ident
766,S1,A1,4,F20,19,5,S1,A1,4,F20,19,5,94.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,23.0,0.0,0.0,0.0,0.0,2.0,1.0,94.0,11112.0,1.0,0,0.0,94,0,0,0,0,0,0,,,,0,0,0.0,0,94.0,7.0,17.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,93.0,11919.0,0.9893617021276596,0,0.0,93,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,94,4.096601185532849e-07,0,,0.0,0.0,,,,,,,,,,,
767,S1,A1,4,F7,6,5,S1,A1,4,F7,6,5,156.0,9.0,0.0,0.0,13.0,0.0,1.0,3.0,19.0,20.0,0.0,0.0,0.0,3.0,24.0,152.0,18267.0,0.9743589743589745,5,3.3,147,0,0,0,3,2,156,100.0,0.0,3.9,5,2,0.4,3,156.0,8.0,0.0,0.0,0.0,0.0,56.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,36.0,152.0,19542.0,0.9743589743589745,4,2.6,148,0,2,2,0,0,134,8.3,4.0,4,2,0.5,2,100.0,6.0,153.0,0.0392156862745098,8.0,8.0,1.0,0.0,5.0,0.0,1.512310457589757e-07,0.0,28.0,5.0,1.0,0,0,0,,156,6.798614733437495e-07,0,0.016025641025641,0.0,0.0,,,,,,,,,,,
768,S1,A1,4,F8,7,5,S1,A1,4,F8,7,5,88.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,87.0,10565.0,0.9886363636363636,1,1.1,86,0,0,0,0,1,14,,0.0,0.0,0,0,0.0,0,88.0,14.0,0.0,0.0,0.0,0.0,29.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,87.0,11142.0,0.9886363636363636,0,0.0,87,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,88,3.835116003477561e-07,0,,0.0,0.0,,,,,,,,,,,
769,S1,A1,4,G19,18,6,S1,A1,4,G19,18,6,142.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,0.0,0.0,3.0,0.0,0.0,6.0,137.0,16473.0,0.9647887323943662,8,5.8,129,0,0,0,8,0,192,,25.0,5.0,8,7,0.875,1,142.0,20.0,1.0,0.0,0.0,0.0,52.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,138.0,17330.0,0.971830985915493,8,5.8,130,0,8,0,0,0,184,0.0,0.0,8,7,0.875,1,,2.0,47.0,0.0425531914893617,,,,0.0,3.0,0.0,9.007950909614536e-08,0.0,0.0,2.0,1.0,0,0,0,,142,6.188482641975156e-07,0,0.0070422535211267,0.0,0.0,,,,,,,,,,,
770,S1,A1,4,G20,19,6,S1,A1,4,G20,19,6,106.0,12.0,0.0,0.0,5.0,0.0,0.0,1.0,10.0,12.0,19.0,18.0,0.0,1.0,0.0,85.0,9684.0,0.8018867924528302,8,9.4,77,0,0,0,7,1,194,100.0,82.4,77.8,8,4,0.5,4,106.0,12.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,103.0,13116.0,0.9716981132075472,24,23.3,79,0,20,4,0,0,504,33.7,55.4,23,19,0.826087,4,100.0,0.0,68.0,0.0,4.0,4.0,1.0,0.0,6.0,0.0,7.360155011514315e-08,0.0,0.0,3.0,0.375,1,6,6,1.0,106,4.619571549643426e-07,1,0.0141509433962264,0.0566037735849056,1.2,,,,,,,,,,,
771,S1,A1,4,G7,6,6,S1,A1,4,G7,6,6,168.0,13.0,0.0,0.0,0.0,0.0,5.0,0.0,42.0,1.0,0.0,2.0,0.0,0.0,52.0,162.0,19459.0,0.9642857142857144,13,8.0,148,1,0,0,0,13,533,100.0,6.7,0.0,0,0,0.0,0,168.0,11.0,0.0,0.0,0.0,35.0,21.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,73.0,163.0,20771.0,0.9702380952380952,14,8.6,149,0,0,14,0,0,532,0.0,0.0,8,7,0.875,1,100.0,0.0,24.0,0.0,15.0,15.0,1.0,,,,4.613828514680616e-08,0.0,14.0,1.0,1.0,0,0,1,0.0,168,7.321585097548072e-07,0,0.0029761904761904,0.0,0.0,,,,,,,,,,,
772,S1,A1,4,G8,7,6,S1,A1,4,G8,7,6,75.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,27.0,2.0,0.0,2.0,0.0,0.0,1.0,71.0,8313.0,0.9466666666666668,5,7.0,66,0,0,0,1,4,128,100.0,0.0,0.0,5,2,0.4,3,75.0,7.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,73.0,8996.0,0.9733333333333334,5,6.8,68,0,1,4,0,0,127,0.0,0.0,5,2,0.4,3,100.0,0.0,139.0,0.0,4.0,4.0,1.0,0.0,6.0,0.0,1.743001883323788e-07,0.0,0.0,6.0,1.0,0,0,0,,75,3.268564775691103e-07,0,0.04,0.0,0.0,,,,,,,,,,,
773,S1,A1,4,H19,18,7,S1,A1,4,H19,18,7,96.0,6.0,0.0,0.0,6.0,0.0,3.0,3.0,10.0,10.0,6.0,0.0,0.0,3.0,0.0,90.0,10805.0,0.9375,1,1.1,89,0,0,0,1,0,23,100.0,83.3,100.0,1,0,0.0,1,96.0,5.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,64.0,90.0,11413.0,0.9375,1,1.1,89,0,1,0,0,0,19,100.0,92.9,1,0,0.0,1,,,,,,,,,,,,0.0,0.0,,,0,1,1,1.0,96,4.183762912884612e-07,0,,0.0104166666666666,0.5,,,,,,,,,,,
774,S1,A1,4,H20,19,7,S1,A1,4,H20,19,7,112.0,7.0,0.0,0.0,9.0,0.0,9.0,0.0,34.0,0.0,0.0,10.0,0.0,1.0,0.0,97.0,11714.0,0.8660714285714286,17,17.5,80,0,0,0,14,3,401,,17.8,10.1,17,13,0.764706,4,112.0,7.0,0.0,0.0,2.0,3.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,13960.0,0.9732142857142856,16,14.7,92,1,15,1,0,0,444,22.4,3.5,15,12,0.8,3,100.0,3.0,147.0,0.0204081632653061,1.0,1.0,1.0,0.0,7.0,0.0,2.43507616052588e-07,0.0,0.0,6.0,0.8571428571428571,2,2,2,1.0,112,4.881056731698715e-07,1,0.0267857142857142,0.0178571428571428,0.4,,,,,,,,,,,
775,S1,A1,4,H7,6,7,S1,A1,4,H7,6,7,144.0,57.0,0.0,0.0,5.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,91.0,10981.0,0.6319444444444444,1,1.1,90,0,0,0,0,1,29,100.0,0.0,0.0,1,0,0.0,1,144.0,62.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,92.0,11859.0,0.6388888888888888,1,1.1,91,0,0,1,0,0,18,0.0,0.0,1,0,0.0,1,100.0,0.0,37.0,0.0,10.0,10.0,1.0,,,,7.433390384763213e-08,0.0,23.0,2.0,1.0,0,0,0,,144,6.275644369326918e-07,0,0.0069444444444444,0.0,0.0,,,,,,,,,,,
776,S1,A1,4,H8,7,7,S1,A1,4,H8,7,7,92.0,10.0,0.0,0.0,0.0,0.0,20.0,13.0,3.0,3.0,0.0,0.0,0.0,12.0,0.0,92.0,10715.0,1.0,0,0.0,92,0,0,0,0,0,0,,,,0,0,0.0,0,92.0,9.0,0.0,0.0,1.0,1.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,136.0,91.0,11485.0,0.9891304347826086,0,0.0,91,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,92,4.009439458181087e-07,0,,0.0,0.0,,,,,,,,,,,
777,S1,A1,4,I19,18,8,S1,A1,4,I19,18,8,291.0,39.0,0.0,0.0,23.0,0.0,0.0,41.0,13.0,0.0,7.0,12.0,0.0,33.0,42.0,246.0,29264.0,0.845360824742268,108,43.9,96,42,0,0,62,46,2305,69.6,3.7,8.7,81,59,0.728395,22,291.0,41.0,0.0,0.0,0.0,2.0,34.0,0.0,5.0,0.0,21.0,1.0,0.0,0.0,148.0,253.0,31553.0,0.8694158075601375,113,44.7,130,10,48,65,0,0,2659,6.4,7.8,74,57,0.77027,17,83.9,12.0,776.0,0.0154639175257731,32.0,36.0,0.8888888888888888,0.0,57.0,0.0,1.0432378919305611e-06,0.0,0.0,32.0,0.8205128205128205,7,9,10,0.9,291,1.268203132968148e-06,5,0.0549828178694158,0.0309278350515463,0.391304347826087,,,,,,,,,,,
778,S1,A1,4,I20,19,8,S1,A1,4,I20,19,8,637.0,46.0,0.0,0.0,35.0,0.0,3.0,20.0,67.0,38.0,6.0,10.0,0.0,20.0,75.0,612.0,73546.0,0.9607535321821036,314,51.3,221,77,0,0,227,87,7974,76.1,0.9,2.3,289,231,0.799308,58,637.0,50.0,31.0,0.0,1.0,17.0,66.0,0.0,23.0,0.0,19.0,1.0,0.0,0.0,248.0,616.0,78984.0,0.967032967032967,354,57.5,219,43,231,123,0,0,9072,3.6,6.3,291,238,0.817869,53,79.0,29.0,2689.0,0.0107846783190777,95.0,116.0,0.8189655172413793,0.0,193.0,0.0,4.149516248282598e-06,0.0,0.0,107.0,0.963963963963964,13,13,17,0.7647058823529411,637,2.776101016153644e-06,3,0.0839874411302982,0.0204081632653061,0.2203389830508474,,,,,,,,,,,
779,S1,A1,4,I7,6,8,S1,A1,4,I7,6,8,71.0,8.0,0.0,0.0,0.0,0.0,10.0,3.0,8.0,8.0,0.0,0.0,0.0,13.0,0.0,71.0,8235.0,1.0,0,0.0,70,1,0,0,0,0,0,,,,0,0,0.0,0,71.0,11.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,71.0,8910.0,1.0,0,0.0,71,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,71,3.094241320987578e-07,0,,0.0,0.0,,,,,,,,,,,
780,S1,A1,4,I8,7,8,S1,A1,4,I8,7,8,52.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,17.0,0.0,4.0,0.0,1.0,0.0,49.0,5498.0,0.9423076923076924,0,0.0,49,0,0,0,0,0,0,,,,0,0,0.0,0,52.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,49.0,5750.0,0.9423076923076924,0,0.0,49,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,52,2.266204911145832e-07,0,,0.0,0.0,,,,,,,,,,,
781,S1,A1,4,J19,18,9,S1,A1,4,J19,18,9,97.0,25.0,0.0,0.0,0.0,4.0,4.0,0.0,7.0,3.0,2.0,3.0,0.0,0.0,1.0,79.0,9004.0,0.8144329896907216,29,36.7,50,0,0,0,23,6,866,37.8,7.0,4.9,27,19,0.703704,8,97.0,31.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,295.0,77.0,9477.0,0.7938144329896907,25,32.5,52,0,19,6,0,0,732,3.2,0.8,17,11,0.647059,6,42.0,5.0,370.0,0.0135135135135135,7.0,14.0,0.5,0.0,35.0,0.0,4.233004573786342e-07,0.0,0.0,14.0,1.0,0,0,1,0.0,97,4.227343776560494e-07,0,0.0721649484536082,0.0,0.0,,,,,,,,,,,
782,S1,A1,4,J20,19,9,S1,A1,4,J20,19,9,203.0,20.0,0.0,0.0,19.0,0.0,6.0,4.0,11.0,2.0,0.0,0.0,0.0,27.0,64.0,199.0,23358.0,0.9802955665024632,128,64.3,67,4,0,0,44,84,3318,81.1,13.0,9.9,118,98,0.830508,20,203.0,32.0,2.0,0.0,0.0,1.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,198.0,24708.0,0.9753694581280788,117,59.1,72,9,41,76,0,0,3088,9.0,12.0,101,86,0.851485,15,85.1,12.0,814.0,0.0147420147420147,23.0,32.0,0.71875,0.0,51.0,0.0,1.3010264057666843e-06,0.0,0.0,31.0,0.8857142857142857,11,11,11,1.0,203,8.84691532620392e-07,2,0.0763546798029556,0.0541871921182266,0.5238095238095238,,,,,,,,,,,
783,S1,A1,4,J7,6,9,S1,A1,4,J7,6,9,116.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0,7.0,0.0,0.0,0.0,115.0,13353.0,0.9913793103448276,1,0.9,114,0,0,0,0,1,16,0.0,0.0,0.0,1,0,0.0,1,116.0,14.0,0.0,0.0,0.0,1.0,33.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,48.0,115.0,14441.0,0.9913793103448276,0,0.0,115,0,0,0,0,0,0,,,0,0,0.0,0,,0.0,15.0,0.0,0.0,1.0,0.0,,,,3.2223564229515414e-08,0.0,0.0,1.0,1.0,0,0,0,,116,5.055380186402239e-07,0,0.0043103448275862,0.0,0.0,,,,,,,,,,,
784,S1,A1,4,J8,7,9,S1,A1,4,J8,7,9,105.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,17.0,0.0,9.0,0.0,87.0,10238.0,0.8285714285714286,10,11.5,77,0,0,0,10,0,260,100.0,0.0,0.0,10,9,0.9,1,105.0,4.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,103.0,12296.0,0.9809523809523808,10,9.7,93,0,10,0,0,0,278,0.0,0.0,10,9,0.9,1,100.0,0.0,42.0,0.0,12.0,12.0,1.0,0.0,4.0,0.0,9.300892402610129e-08,0.0,26.0,2.0,1.0,0,0,3,0.0,105,4.5759906859675443e-07,0,0.0095238095238095,0.0,0.0,,,,,,,,,,,
785,S1,A1,4,K19,18,10,S1,A1,4,K19,18,10,270.0,36.0,0.0,0.0,11.0,0.0,1.0,0.0,33.0,1.0,0.0,5.0,0.0,2.0,64.0,239.0,28453.0,0.8851851851851852,117,49.0,116,6,0,0,59,58,3070,18.2,3.9,4.6,115,99,0.86087,16,270.0,31.0,0.0,0.0,2.0,2.0,35.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,180.0,243.0,30925.0,0.9,90,37.0,147,6,36,54,0,0,2730,8.6,7.9,84,72,0.857143,12,8.2,9.0,685.0,0.0131386861313868,18.0,58.0,0.3103448275862069,0.0,60.0,0.0,9.352157163884358e-07,0.0,0.0,26.0,0.9285714285714286,6,6,6,1.0,270,1.1766833192487971e-06,1,0.0481481481481481,0.0222222222222222,0.3529411764705882,,,,,,,,,,,
786,S1,A1,4,K20,19,10,S1,A1,4,K20,19,10,105.0,15.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,157.0,102.0,12053.0,0.9714285714285714,7,6.9,95,0,0,0,6,1,134,100.0,20.0,19.6,7,5,0.714286,2,105.0,16.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,223.0,101.0,12767.0,0.961904761904762,7,6.9,94,0,6,1,0,0,170,33.3,6.8,7,5,0.714286,2,100.0,4.0,43.0,0.0930232558139534,3.0,3.0,1.0,0.0,1.0,0.0,9.374127775859028e-08,0.0,0.0,2.0,0.5,1,1,1,1.0,105,4.5759906859675443e-07,1,0.0095238095238095,0.0095238095238095,0.3333333333333333,,,,,,,,,,,
787,S1,A1,4,K7,6,10,S1,A1,4,K7,6,10,98.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,5.0,0.0,2.0,0.0,0.0,0.0,96.0,11307.0,0.979591836734694,3,3.1,93,0,0,0,3,0,55,100.0,0.0,0.0,1,0,0.0,1,98.0,16.0,0.0,0.0,1.0,1.0,27.0,0.0,8.0,0.0,11.0,0.0,0.0,0.0,149.0,95.0,11138.0,0.9693877551020408,2,2.1,92,1,2,0,0,0,48,0.0,0.0,0,0,0.0,0,100.0,0.0,16.0,0.0,8.0,8.0,1.0,0.0,1.0,0.0,3.735004035693832e-08,0.0,12.0,1.0,1.0,0,0,0,,98,4.270924640236375e-07,0,0.0051020408163265,0.0,0.0,,,,,,,,,,,
788,S1,A1,4,K8,7,10,S1,A1,4,K8,7,10,95.0,2.0,0.0,0.0,1.0,0.0,16.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,4.0,94.0,11348.0,0.9894736842105264,0,0.0,94,0,0,0,0,0,0,,,,0,0,0.0,0,95.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,89.0,11533.0,0.936842105263158,0,0.0,89,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,95,4.140182049208731e-07,0,,0.0,0.0,,,,,,,,,,,
789,S1,A1,4,L19,18,11,S1,A1,4,L19,18,11,43.0,4.0,0.0,0.0,3.0,0.0,4.0,11.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,41.0,4871.0,0.9534883720930232,0,0.0,41,0,0,0,0,0,0,,,,0,0,0.0,0,43.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,111.0,40.0,5138.0,0.9302325581395348,0,0.0,40,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,43,1.873977138062899e-07,0,,0.0,0.0,,,,,,,,,,,
790,S1,A1,4,L20,19,11,S1,A1,4,L20,19,11,201.0,8.0,1.0,0.0,0.0,0.0,12.0,0.0,42.0,23.0,0.0,24.0,0.0,1.0,12.0,190.0,22451.0,0.945273631840796,25,13.2,165,0,0,0,16,9,617,61.3,0.0,2.6,20,18,0.9,2,201.0,11.0,16.0,0.0,0.0,1.0,18.0,0.0,25.0,0.0,10.0,0.0,0.0,0.0,306.0,190.0,24141.0,0.945273631840796,37,19.5,153,0,14,23,0,0,800,6.2,4.4,32,28,0.875,4,100.0,4.0,134.0,0.0298507462686567,6.0,8.0,0.75,0.0,3.0,0.0,2.603517518998348e-07,0.0,0.0,6.0,1.0,0,0,0,,201,8.759753598852156e-07,0,0.0149253731343283,0.0,0.0,,,,,,,,,,,
791,S1,A1,4,L7,6,11,S1,A1,4,L7,6,11,100.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,60.0,99.0,11843.0,0.99,0,0.0,99,0,0,0,0,0,0,,,,0,0,0.0,0,100.0,9.0,21.0,0.0,0.0,0.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,20.0,99.0,12547.0,0.99,7,7.1,92,0,7,0,0,0,140,0.0,5.6,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,100,4.358086367588138e-07,0,,0.0,0.0,,,,,,,,,,,
792,S1,A1,4,L8,7,11,S1,A1,4,L8,7,11,105.0,9.0,0.0,0.0,0.0,4.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,14.0,104.0,12274.0,0.9904761904761904,2,1.9,102,0,0,0,2,0,26,,0.0,0.0,2,1,0.5,1,105.0,9.0,3.0,0.0,1.0,1.0,9.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,63.0,104.0,13080.0,0.9904761904761904,0,0.0,104,0,0,0,0,0,0,,,0,0,0.0,0,,0.0,13.0,0.0,,,,0.0,1.0,0.0,2.7829441834581492e-08,0.0,0.0,1.0,1.0,0,0,0,,105,4.5759906859675443e-07,0,0.0047619047619047,0.0,0.0,,,,,,,,,,,
793,S1,A1,4,M19,18,12,S1,A1,4,M19,18,12,72.0,4.0,0.0,0.0,12.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,8333.0,0.9583333333333334,0,0.0,69,0,0,0,0,0,0,,,,0,0,0.0,0,72.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,69.0,8894.0,0.9583333333333334,6,8.7,63,0,6,0,0,0,126,0.0,0.0,6,5,0.833333,1,33.3,0.0,18.0,0.0,1.0,3.0,0.3333333333333333,,,,4.7969169478028624e-08,0.0,0.0,1.0,1.0,0,0,0,,72,3.137822184663459e-07,0,0.0069444444444444,0.0,0.0,,,,,,,,,,,
794,S1,A1,4,M20,19,12,S1,A1,4,M20,19,12,59.0,7.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,54.0,6538.0,0.9152542372881356,0,0.0,54,0,0,0,0,0,0,,,,0,0,0.0,0,59.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,84.0,54.0,6802.0,0.9152542372881356,0,0.0,54,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,59,2.5712709568770014e-07,0,,0.0,0.0,,,,,,,,,,,
795,S1,A1,4,M7,6,12,S1,A1,4,M7,6,12,31.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,3.0,1.0,28.0,3319.0,0.9032258064516128,3,10.7,25,0,0,0,0,3,105,100.0,0.0,0.0,3,2,0.666667,1,31.0,5.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,3464.0,0.9032258064516128,0,0.0,28,0,0,0,0,0,0,,,0,0,0.0,0,,0.0,27.0,0.0,8.0,8.0,1.0,0.0,3.0,0.0,4.5039754548072674e-08,0.0,13.0,1.0,1.0,0,0,0,,31,1.351006773952323e-07,0,0.0161290322580645,0.0,0.0,,,,,,,,,,,
796,S1,A1,4,M8,7,12,S1,A1,4,M8,7,12,99.0,2.0,0.0,0.0,7.0,0.0,3.0,4.0,21.0,0.0,2.0,1.0,0.0,0.0,17.0,95.0,11523.0,0.9595959595959596,4,4.2,91,0,0,0,0,4,144,100.0,0.0,0.0,4,3,0.75,1,99.0,2.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,138.0,94.0,11555.0,0.9494949494949496,4,4.3,90,0,0,4,0,0,156,0.0,0.0,4,3,0.75,1,100.0,0.0,57.0,0.0,18.0,18.0,1.0,0.0,4.0,0.0,8.824862476492288e-08,0.0,38.0,2.0,1.0,0,0,0,,99,4.314505503912256e-07,0,0.0101010101010101,0.0,0.0,,,,,,,,,,,
797,S1,A1,4,N19,18,13,S1,A1,4,N19,18,13,124.0,27.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,4.0,2.0,3.0,0.0,8.0,21.0,104.0,12169.0,0.8387096774193549,7,6.7,97,0,0,0,1,6,165,66.7,0.0,3.4,6,3,0.5,3,124.0,26.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,52.0,111.0,13495.0,0.8951612903225806,5,4.5,105,1,1,4,0,0,139,0.0,5.1,5,3,0.6,2,50.0,2.0,111.0,0.018018018018018,5.0,7.0,0.7142857142857143,1.0,13.0,0.0769230769230769,1.7832813386106824e-07,0.0,0.0,5.0,1.0,0,0,1,0.0,124,5.404027095809291e-07,0,0.0201612903225806,0.0,0.0,,,,,,,,,,,
798,S1,A1,4,N20,19,13,S1,A1,4,N20,19,13,415.0,8.0,0.0,0.0,15.0,0.0,25.0,7.0,30.0,3.0,1.0,13.0,0.0,24.0,39.0,398.0,48272.0,0.9590361445783132,202,50.8,165,31,0,0,107,95,4759,95.9,16.1,13.4,183,149,0.814208,34,415.0,19.0,0.0,0.0,0.0,5.0,91.0,0.0,58.0,3.0,9.0,1.0,0.0,6.0,154.0,412.0,52356.0,0.9927710843373494,192,46.6,192,28,113,79,0,0,4557,21.0,15.6,172,145,0.843023,27,100.0,28.0,1249.0,0.0224179343474779,67.0,71.0,0.943661971830986,0.0,86.0,0.0,1.974791839656552e-06,0.0,28.0,51.0,0.8360655737704918,35,36,41,0.8780487804878049,415,1.8086058425490768e-06,4,0.0614457831325301,0.0867469879518072,1.0285714285714285,,,,,,,,,,,
799,S1,A1,4,N7,6,13,S1,A1,4,N7,6,13,82.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,3.0,0.0,0.0,43.0,82.0,9643.0,1.0,0,0.0,82,0,0,0,0,0,0,,,,0,0,0.0,0,82.0,3.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,4.0,82.0,10032.0,1.0,0,0.0,82,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,82,3.573630821422273e-07,0,,0.0,0.0,,,,,,,,,,,
800,S1,A1,4,N8,7,13,S1,A1,4,N8,7,13,380.0,14.0,0.0,0.0,29.0,0.0,4.0,6.0,52.0,26.0,0.0,13.0,0.0,6.0,156.0,367.0,43920.0,0.9657894736842104,2,0.5,365,0,0,0,0,2,59,100.0,0.0,0.0,1,0,0.0,1,380.0,44.0,7.0,0.0,0.0,2.0,29.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,90.0,377.0,48504.0,0.9921052631578948,0,0.0,373,4,0,0,0,0,0,,,0,0,0.0,0,,0.0,28.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,4.5039754548072674e-08,0.0,0.0,1.0,1.0,0,0,0,,380,1.6560728196834924e-06,0,0.0013157894736842,0.0,0.0,,,,,,,,,,,
