Unnamed: 0,Plate,PCRIndex,MultiplexGroup,RandomIndex,Col384,Row384,Plate.1,PCRIndex.1,MultiplexGroup.1,RandomIndex.1,Col384.1,Row384.1,R1InputReads,R1WithR1Adapter,R1WithTSO,R1WithN6,R1WithTSO_rc,R1WithN6_rc,R1With3PpolyT,R1With5PpolyT,R1With3PpolyA,R1With5PpolyA,R1WithpolyTLong,R1WithpolyALong,R1WithISPCR_F,R1WithISPCR_R,R1QualTrimBP,R1TrimmedReads,R1TrimmedReadsBP,R1TrimmedReadsRate,R1UniqueMappedReads,R1MappingRate,R1UnmappedReads,R1UnuniqueMappedReads,R1OT,R1OB,R1CTOT,R1CTOB,R1TotalC,R1TotalmCGRate,R1TotalmCHGRate,R1TotalmCHHRate,R1MAPQFilteredReads,R1DuplicatedReads,R1DuplicationRate,R1FinalBismarkReads,R2InputReads,R2WithR1Adapter,R2WithTSO,R2WithN6,R2WithTSO_rc,R2WithN6_rc,R2With3PpolyT,R2With5PpolyT,R2With3PpolyA,R2With5PpolyA,R2WithpolyTLong,R2WithpolyALong,R2WithISPCR_F,R2WithISPCR_R,R2QualTrimBP,R2TrimmedReads,R2TrimmedReadsBP,R2TrimmedReadsRate,R2UniqueMappedReads,R2MappingRate,R2UnmappedReads,R2UnuniqueMappedReads,R2OT,R2OB,R2CTOT,R2CTOB,R2TotalC,R2TotalmCHGRate,R2TotalmCHHRate,R2MAPQFilteredReads,R2DuplicatedReads,R2DuplicationRate,R2FinalBismarkReads,R2TotalmCGRate,mCHmC,mCHCov,mCHFrac,mCGmC,mCGCov,mCGFrac,mCCCmC,mCCCCov,mCCCFrac,GenomeCov,LambdaCYFrac,LambdaCYCov,FinalDNAReads,SelectedDNAReadsRatio,FinalCountedReads,FinalRNAReads,RNAUniqueMappedReads,SelectedRNAReadsRatio,CellInputReadPairs,CellBarcodeRatio,GenesDetected,DNAReadsYield,RNAReadsYield,RNA/(DNA+RNA),Dnmt3a_g1,Dnmt3a_g2,Foxg1_g1,Foxg1_g2,Safe_g1,Safe_g2,Total_grna,Dnmt3a_total,Foxg1_total,Safe_total,assign_ident
171,S1,A1,1,K2,1,10,S1,A1,1,K2,1,10,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,6.0,3.0,154.0,18570.0,1.0,8,5.2,146,0,0,0,8,0,104,0.0,0.0,0.0,8,7,0.875,1,154.0,19.0,0.0,0.0,0.0,2.0,8.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,34.0,154.0,20009.0,1.0,0,0.0,154,0,0,0,0,0,0,,,0,0,0.0,0,,0.0,12.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.5039754548072674e-08,0.0,0.0,1.0,1.0,0,0,0,,154,6.711453006085732e-07,0,0.0032467532467532,0.0,0.0,,,,,,,,,,,
172,S1,A1,1,L1,0,11,S1,A1,1,L1,0,11,79.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,15.0,0.0,4.0,0.0,7.0,85.0,75.0,8713.0,0.9493670886075948,0,0.0,75,0,0,0,0,0,0,,,,0,0,0.0,0,79.0,8.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,129.0,73.0,9245.0,0.9240506329113924,0,0.0,73,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,79,3.442888230394629e-07,0,,0.0,0.0,,,,,,,,,,,
173,S1,A1,1,L13,12,11,S1,A1,1,L13,12,11,67.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,10.0,1.0,0.0,2.0,0.0,0.0,0.0,61.0,7269.0,0.9104477611940298,0,0.0,61,0,0,0,0,0,0,,,,0,0,0.0,0,67.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,35.0,63.0,7980.0,0.9402985074626866,10,15.9,53,0,10,0,0,0,380,0.0,0.0,10,9,0.9,1,100.0,0.0,27.0,0.0,11.0,11.0,1.0,0.0,2.0,0.0,4.7969169478028624e-08,0.0,21.0,1.0,1.0,0,0,0,,67,2.9199178662840525e-07,0,0.0074626865671641,0.0,0.0,,,,,,,,,,,
174,S1,A1,1,L14,13,11,S1,A1,1,L14,13,11,102.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,7.0,0.0,11.0,0.0,2.0,89.0,102.0,11740.0,1.0,0,0.0,102,0,0,0,0,0,0,,,,0,0,0.0,0,102.0,7.0,0.0,0.0,0.0,8.0,12.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,83.0,92.0,11597.0,0.9019607843137256,0,0.0,92,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,2,0.0,102,4.4452480949399e-07,0,,0.0,0.0,,,,,,,,,,,
175,S1,A1,1,L2,1,11,S1,A1,1,L2,1,11,51.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,5898.0,0.9803921568627452,0,0.0,50,0,0,0,0,0,0,,,,0,0,0.0,0,51.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,48.0,6090.0,0.9411764705882352,0,0.0,48,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,51,2.22262404746995e-07,0,,0.0,0.0,,,,,,,,,,,
176,S1,A1,1,M1,0,12,S1,A1,1,M1,0,12,41.0,10.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,40.0,4515.0,0.975609756097561,0,0.0,40,0,0,0,0,0,0,,,,0,0,0.0,0,41.0,10.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,87.0,39.0,4671.0,0.951219512195122,10,25.6,29,0,0,10,0,0,420,0.0,0.0,0,0,0.0,0,66.7,,,,,,,,,,,0.0,0.0,,,0,0,0,,41,1.7868154107111364e-07,0,,0.0,0.0,,,,,,,,,,,
177,S1,A1,1,M13,12,12,S1,A1,1,M13,12,12,118.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,117.0,13552.0,0.9915254237288136,8,6.8,109,0,0,0,0,8,252,92.9,0.0,0.0,8,6,0.75,2,118.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,18.0,0.0,6.0,0.0,0.0,0.0,57.0,117.0,14852.0,0.9915254237288136,8,6.8,109,0,0,8,0,0,255,0.0,0.8,8,6,0.75,2,100.0,0.0,99.0,0.0,28.0,28.0,1.0,0.0,5.0,0.0,1.6075164428133253e-07,0.0,59.0,4.0,1.0,0,0,0,,118,5.142541913754003e-07,0,0.0169491525423728,0.0,0.0,,,,,,,,,,,
178,S1,A1,1,M14,13,12,S1,A1,1,M14,13,12,70.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,9.0,68.0,8099.0,0.9714285714285714,0,0.0,68,0,0,0,0,0,0,,,,0,0,0.0,0,70.0,6.0,3.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,8622.0,0.9714285714285714,0,0.0,68,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,70,3.050660457311697e-07,0,,0.0,0.0,,,,,,,,,,,
179,S1,A1,1,M2,1,12,S1,A1,1,M2,1,12,101.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,1.0,0.0,15.0,2.0,97.0,11716.0,0.9603960396039604,0,0.0,97,0,0,0,0,0,0,,,,0,0,0.0,0,101.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,88.0,11485.0,0.8712871287128713,0,0.0,88,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,101,4.401667231264019e-07,0,,0.0,0.0,,,,,,,,,,,
180,S1,A1,1,N1,0,13,S1,A1,1,N1,0,13,137.0,11.0,0.0,0.0,1.0,1.0,13.0,0.0,28.0,0.0,0.0,18.0,0.0,0.0,5.0,135.0,14578.0,0.9854014598540146,0,0.0,135,0,0,0,0,0,0,,,,0,0,0.0,0,137.0,19.0,18.0,0.0,0.0,0.0,9.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,13.0,135.0,17138.0,0.9854014598540146,0,0.0,135,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,137,5.970578323595749e-07,0,,0.0,0.0,,,,,,,,,,,
181,S1,A1,1,N13,12,13,S1,A1,1,N13,12,13,150.0,11.0,0.0,0.0,2.0,0.0,2.0,1.0,34.0,12.0,0.0,1.0,0.0,0.0,57.0,150.0,17821.0,1.0,0,0.0,150,0,0,0,0,0,0,,,,0,0,0.0,0,150.0,10.0,0.0,0.0,0.0,2.0,6.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,149.0,19177.0,0.9933333333333332,0,0.0,149,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,150,6.537129551382206e-07,0,,0.0,0.0,,,,,,,,,,,
182,S1,A1,1,N14,13,13,S1,A1,1,N14,13,13,83.0,6.0,0.0,0.0,2.0,0.0,6.0,0.0,7.0,20.0,0.0,0.0,0.0,0.0,18.0,82.0,9736.0,0.9879518072289156,0,0.0,82,0,0,0,0,0,0,,,,0,0,0.0,0,83.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,232.0,80.0,10054.0,0.963855421686747,0,0.0,80,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,83,3.617211685098154e-07,0,,0.0,0.0,,,,,,,,,,,
183,S1,A1,1,N2,1,13,S1,A1,1,N2,1,13,97.0,9.0,0.0,0.0,0.0,2.0,20.0,6.0,4.0,0.0,0.0,1.0,0.0,0.0,5.0,95.0,11203.0,0.979381443298969,0,0.0,95,0,0,0,0,0,0,,,,0,0,0.0,0,97.0,7.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,113.0,94.0,11948.0,0.9690721649484536,0,0.0,94,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,97,4.227343776560494e-07,0,,0.0,0.0,,,,,,,,,,,
184,S1,A1,1,O1,0,14,S1,A1,1,O1,0,14,100.0,18.0,0.0,0.0,5.0,0.0,0.0,3.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,89.0,10668.0,0.89,4,4.5,85,0,0,0,3,1,105,100.0,0.0,3.5,4,2,0.5,2,100.0,20.0,0.0,0.0,0.0,8.0,5.0,0.0,31.0,2.0,0.0,0.0,0.0,0.0,21.0,89.0,11319.0,0.89,3,3.4,86,0,3,0,0,0,81,0.0,4.2,3,2,0.666667,1,,2.0,78.0,0.0256410256410256,4.0,4.0,1.0,0.0,4.0,0.0,1.080221755421255e-07,0.0,11.0,3.0,1.0,0,0,0,,100,4.358086367588138e-07,0,0.015,0.0,0.0,,,,,,,,,,,
185,S1,A1,1,O13,12,14,S1,A1,1,O13,12,14,86.0,8.0,0.0,0.0,1.0,0.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,9998.0,0.9883720930232558,0,0.0,85,0,0,0,0,0,0,,,,0,0,0.0,0,86.0,8.0,0.0,0.0,0.0,3.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,117.0,84.0,10595.0,0.9767441860465116,0,0.0,84,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,86,3.747954276125798e-07,0,,0.0,0.0,,,,,,,,,,,
186,S1,A1,1,O14,13,14,S1,A1,1,O14,13,14,73.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,35.0,73.0,8695.0,1.0,0,0.0,73,0,0,0,0,0,0,,,,0,0,0.0,0,73.0,7.0,2.0,0.0,0.0,2.0,9.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,166.0,72.0,9127.0,0.9863013698630136,0,0.0,72,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,73,3.181403048339341e-07,0,,0.0,0.0,,,,,,,,,,,
187,S1,A1,1,O2,1,14,S1,A1,1,O2,1,14,108.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,0.0,2.0,0.0,3.0,10.0,108.0,12844.0,1.0,0,0.0,108,0,0,0,0,0,0,,,,0,0,0.0,0,108.0,5.0,1.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,108.0,13693.0,1.0,0,0.0,108,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,108,4.706733276995189e-07,0,,0.0,0.0,,,,,,,,,,,
188,S1,A1,1,P1,0,15,S1,A1,1,P1,0,15,169.0,15.0,0.0,0.0,1.0,0.0,0.0,33.0,9.0,16.0,6.0,6.0,0.0,5.0,16.0,159.0,18611.0,0.940828402366864,0,0.0,159,0,0,0,0,0,0,,,,0,0,0.0,0,169.0,13.0,0.0,0.0,0.0,22.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,402.0,162.0,20538.0,0.9585798816568049,0,0.0,162,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,169,7.365165961223952e-07,0,,0.0,0.0,,,,,,,,,,,
189,S1,A1,1,P13,12,15,S1,A1,1,P13,12,15,118.0,13.0,1.0,0.0,2.0,0.0,0.0,26.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,101.0,12254.0,0.8559322033898306,5,5.0,96,0,0,0,5,0,150,90.9,0.0,0.0,5,4,0.8,1,118.0,13.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,107.0,13645.0,0.9067796610169492,0,0.0,107,0,0,0,0,0,0,,,0,0,0.0,0,,0.0,19.0,0.0,10.0,11.0,0.9090909090909092,,,,4.5039754548072674e-08,0.0,9.0,1.0,1.0,0,0,0,,118,5.142541913754003e-07,0,0.0042372881355932,0.0,0.0,,,,,,,,,,,
190,S1,A1,1,P14,13,15,S1,A1,1,P14,13,15,122.0,12.0,0.0,0.0,5.0,0.0,1.0,0.0,3.0,12.0,0.0,0.0,0.0,35.0,0.0,117.0,14073.0,0.9590163934426228,29,24.8,88,0,0,0,0,29,782,100.0,0.0,0.0,29,28,0.965517,1,122.0,12.0,0.0,0.0,0.0,6.0,11.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,123.0,116.0,14946.0,0.9508196721311476,13,11.2,103,0,0,13,0,0,286,,0.0,13,12,0.923077,1,100.0,0.0,40.0,0.0,9.0,9.0,1.0,0.0,1.0,0.0,9.19103934273678e-08,0.0,25.0,2.0,1.0,0,0,0,,122,5.316865368457528e-07,0,0.0081967213114754,0.0,0.0,,,,,,,,,,,
191,S1,A1,1,P2,1,15,S1,A1,1,P2,1,15,70.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,66.0,6786.0,0.9428571428571428,1,1.5,65,0,0,0,1,0,26,100.0,0.0,0.0,1,0,0.0,1,70.0,5.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,13.0,69.0,8439.0,0.9857142857142858,1,1.4,68,0,1,0,0,0,26,0.0,0.0,1,0,0.0,1,100.0,0.0,33.0,0.0,19.0,19.0,1.0,,,,6.00530060640969e-08,0.0,23.0,2.0,1.0,0,0,0,,70,3.050660457311697e-07,0,0.0142857142857142,0.0,0.0,,,,,,,,,,,
361,S1,A1,6,A11,10,0,S1,A1,6,A11,10,0,54.0,11.0,0.0,0.0,0.0,0.0,0.0,33.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,5361.0,0.8518518518518519,0,0.0,46,0,0,0,0,0,0,,,,0,0,0.0,0,54.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,45.0,5685.0,0.8333333333333334,0,0.0,45,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,54,2.3533666384975945e-07,0,,0.0,0.0,,,,,,,,,,,
362,S1,A1,6,A12,11,0,S1,A1,6,A12,11,0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,170.0,29.0,3308.0,0.9666666666666668,0,0.0,29,0,0,0,0,0,0,,,,0,0,0.0,0,30.0,8.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,3515.0,1.0,0,0.0,30,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,30,1.3074259102764413e-07,0,,0.0,0.0,,,,,,,,,,,
363,S1,A1,6,A23,22,0,S1,A1,6,A23,22,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,225.0,1.0,0,0.0,2,0,0,0,0,0,0,,,,0,0,0.0,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,242.0,1.0,0,0.0,2,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,2,8.716172735176275e-09,0,,0.0,0.0,,,,,,,,,,,
364,S1,A1,6,A24,23,0,S1,A1,6,A24,23,0,43.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,234.0,27.0,3162.0,0.627906976744186,10,37.0,17,0,0,0,0,10,301,20.0,98.4,90.4,9,6,0.666667,3,43.0,13.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,30.0,3782.0,0.6976744186046512,10,33.3,20,0,0,10,0,0,267,94.5,89.1,7,5,0.714286,2,100.0,0.0,47.0,0.0,,,,0.0,2.0,0.0,6.408095159278633e-08,0.0,0.0,2.0,0.4,9,9,9,1.0,43,1.873977138062899e-07,2,0.0232558139534883,0.2093023255813953,2.25,,,,,,,,,,,
365,S1,A1,6,B11,10,1,S1,A1,6,B11,10,1,43.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,41.0,4871.0,0.9534883720930232,0,0.0,41,0,0,0,0,0,0,,,,0,0,0.0,0,43.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,59.0,42.0,4957.0,0.9767441860465116,0,0.0,42,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,43,1.873977138062899e-07,0,,0.0,0.0,,,,,,,,,,,
366,S1,A1,6,B12,11,1,S1,A1,6,B12,11,1,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,1058.0,0.8333333333333334,0,0.0,10,0,0,0,0,0,0,,,,0,0,0.0,0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,856.0,0.8333333333333334,0,0.0,10,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,12,5.229703641105765e-08,0,,0.0,0.0,,,,,,,,,,,
367,S1,A1,6,B23,22,1,S1,A1,6,B23,22,1,9.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,647.0,0.7777777777777778,2,28.6,5,0,0,0,2,0,56,87.5,0.0,2.5,2,0,0.0,2,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,707.0,0.7777777777777778,1,14.3,5,1,1,0,0,0,22,0.0,0.0,1,0,0.0,1,100.0,1.0,68.0,0.0147058823529411,8.0,9.0,0.8888888888888888,0.0,4.0,0.0,1.362177942429515e-07,0.0,0.0,3.0,1.0,0,0,0,,9,3.9222777308293243e-08,0,0.1666666666666666,0.0,0.0,,,,,,,,,,,
368,S1,A1,6,B24,23,1,S1,A1,6,B24,23,1,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,101.0,0.3333333333333333,0,0.0,2,0,0,0,0,0,0,,,,0,0,0.0,0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,169.0,0.3333333333333333,0,0.0,2,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,6,2.6148518205528826e-08,0,,0.0,0.0,,,,,,,,,,,
369,S1,A1,6,C11,10,2,S1,A1,6,C11,10,2,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,19.0,11.0,1263.0,0.9166666666666666,0,0.0,11,0,0,0,0,0,0,,,,0,0,0.0,0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1371.0,0.9166666666666666,0,0.0,11,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,12,5.229703641105765e-08,0,,0.0,0.0,,,,,,,,,,,
370,S1,A1,6,C12,11,2,S1,A1,6,C12,11,2,48.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0,5573.0,0.9791666666666666,8,17.0,39,0,0,0,0,8,249,100.0,0.0,12.5,8,6,0.75,2,48.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,47.0,6005.0,0.9791666666666666,3,6.4,44,0,0,3,0,0,71,14.3,0.0,0,0,0.0,0,100.0,6.0,62.0,0.0967741935483871,1.0,1.0,1.0,0.0,4.0,0.0,4.5039754548072674e-08,0.0,0.0,2.0,1.0,0,0,0,,48,2.091881456442306e-07,0,0.0208333333333333,0.0,0.0,,,,,,,,,,,
371,S1,A1,6,C23,22,2,S1,A1,6,C23,22,2,186.0,11.0,1.0,0.0,19.0,0.0,3.0,18.0,11.0,6.0,1.0,0.0,0.0,0.0,51.0,181.0,21602.0,0.9731182795698924,5,2.8,176,0,0,0,2,3,103,66.7,43.5,36.4,3,0,0.0,3,186.0,17.0,1.0,0.0,0.0,1.0,8.0,0.0,12.0,0.0,13.0,1.0,0.0,0.0,150.0,181.0,22149.0,0.9731182795698924,5,2.8,176,0,3,2,0,0,125,57.1,55.4,4,0,0.0,4,60.0,3.0,93.0,0.032258064516129,2.0,3.0,0.6666666666666666,0.0,7.0,0.0,1.845531405872246e-07,0.0,0.0,4.0,0.5714285714285714,2,2,2,1.0,186,8.106040643713936e-07,2,0.010752688172043,0.010752688172043,0.5,,,,,,,,,,,
372,S1,A1,6,C24,23,2,S1,A1,6,C24,23,2,98.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,1.0,31.0,95.0,11311.0,0.9693877551020408,9,9.5,86,0,0,0,3,6,251,41.7,1.8,0.0,8,2,0.25,6,98.0,7.0,10.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,95.0,12103.0,0.9693877551020408,6,6.3,87,2,2,4,0,0,178,0.0,0.8,5,0,0.0,5,61.5,1.0,293.0,0.0034129692832764,8.0,14.0,0.5714285714285714,0.0,24.0,0.0,4.3355340963348e-07,0.0,0.0,11.0,1.0,0,0,0,,98,4.270924640236375e-07,0,0.0561224489795918,0.0,0.0,,,,,,,,,,,
373,S1,A1,6,D11,10,3,S1,A1,6,D11,10,3,52.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,4.0,0.0,1.0,0.0,0.0,0.0,48.0,5619.0,0.9230769230769232,0,0.0,48,0,0,0,0,0,0,,,,0,0,0.0,0,52.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,49.0,6175.0,0.9423076923076924,0,0.0,49,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,52,2.266204911145832e-07,0,,0.0,0.0,,,,,,,,,,,
374,S1,A1,6,D12,11,3,S1,A1,6,D12,11,3,26.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3042.0,1.0,1,3.8,25,0,0,0,1,0,25,90.0,0.0,0.0,0,0,0.0,0,26.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,3243.0,1.0,1,3.8,25,0,1,0,0,0,25,0.0,0.0,0,0,0.0,0,90.0,,,,,,,,,,,0.0,0.0,,,0,0,0,,26,1.133102455572916e-07,0,,0.0,0.0,,,,,,,,,,,
375,S1,A1,6,D23,22,3,S1,A1,6,D23,22,3,181.0,12.0,0.0,0.0,11.0,0.0,10.0,1.0,19.0,0.0,1.0,4.0,0.0,2.0,20.0,166.0,20128.0,0.9171270718232044,11,6.6,154,1,0,0,0,11,247,100.0,0.0,0.6,11,8,0.727273,3,181.0,16.0,0.0,0.0,0.0,21.0,30.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,321.0,171.0,21688.0,0.9447513812154696,11,6.4,160,0,0,11,0,0,387,0.0,0.3,10,7,0.7,3,57.1,2.0,159.0,0.0125786163522012,10.0,11.0,0.9090909090909092,0.0,16.0,0.0,2.479017384475219e-07,0.0,0.0,6.0,1.0,0,0,0,,181,7.88813632533453e-07,0,0.0165745856353591,0.0,0.0,,,,,,,,,,,
376,S1,A1,6,D24,23,3,S1,A1,6,D24,23,3,127.0,14.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,6.0,1.0,0.0,0.0,8.0,5.0,118.0,14098.0,0.9291338582677166,21,17.8,97,0,0,0,3,18,713,100.0,1.1,2.6,18,15,0.833333,3,127.0,11.0,24.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,343.0,117.0,14858.0,0.9212598425196852,20,17.1,97,0,1,19,0,0,777,0.7,4.0,18,15,0.833333,3,87.5,0.0,95.0,0.0,21.0,22.0,0.9545454545454546,0.0,3.0,0.0,1.4427368530033036e-07,0.0,39.0,4.0,0.6666666666666666,1,1,1,1.0,127,5.534769686836935e-07,1,0.0157480314960629,0.0078740157480314,0.25,,,,,,,,,,,
