Plate,PCRIndex,MultiplexGroup,RandomIndex,Col384,Row384,Plate.1,PCRIndex.1,MultiplexGroup.1,RandomIndex.1,Col384.1,Row384.1,R1InputReads,R1WithR1Adapter,R1WithTSO,R1WithN6,R1WithTSO_rc,R1WithN6_rc,R1With3PpolyT,R1With5PpolyT,R1With3PpolyA,R1With5PpolyA,R1WithpolyTLong,R1WithpolyALong,R1WithISPCR_F,R1WithISPCR_R,R1QualTrimBP,R1TrimmedReads,R1TrimmedReadsBP,R1TrimmedReadsRate,R1UniqueMappedReads,R1MappingRate,R1UnmappedReads,R1UnuniqueMappedReads,R1OT,R1OB,R1CTOT,R1CTOB,R1TotalC,R1TotalmCGRate,R1TotalmCHGRate,R1TotalmCHHRate,R1MAPQFilteredReads,R1DuplicatedReads,R1DuplicationRate,R1FinalBismarkReads,R2InputReads,R2WithR1Adapter,R2WithTSO,R2WithN6,R2WithTSO_rc,R2WithN6_rc,R2With3PpolyT,R2With5PpolyT,R2With3PpolyA,R2With5PpolyA,R2WithpolyTLong,R2WithpolyALong,R2WithISPCR_F,R2WithISPCR_R,R2QualTrimBP,R2TrimmedReads,R2TrimmedReadsBP,R2TrimmedReadsRate,R2UniqueMappedReads,R2MappingRate,R2UnmappedReads,R2UnuniqueMappedReads,R2OT,R2OB,R2CTOT,R2CTOB,R2TotalC,R2TotalmCGRate,R2TotalmCHGRate,R2TotalmCHHRate,R2MAPQFilteredReads,R2DuplicatedReads,R2DuplicationRate,R2FinalBismarkReads,mCHmC,mCHCov,mCHFrac,mCGmC,mCGCov,mCGFrac,mCCCmC,mCCCCov,mCCCFrac,GenomeCov,LambdaCYFrac,LambdaCYCov,FinalDNAReads,SelectedDNAReadsRatio,FinalCountedReads,FinalRNAReads,RNAUniqueMappedReads,SelectedRNAReadsRatio,CellInputReadPairs,CellBarcodeRatio,GenesDetected,DNAReadsYield,RNAReadsYield,RNA/(DNA+RNA),Dnmt3a_g1,Dnmt3a_g2,Foxg1_g1,Foxg1_g2,Safe_g1,Safe_g2,Total_grna
S_10,A1,5,N9,8,13,S_10,A1,5,N9,8,13,78811.0,26605.0,1219.0,400.0,596.0,299.0,820.0,3325.0,991.0,945.0,23453.0,4665.0,81.0,437.0,48620.0,42207.0,4083396.0,0.5355470683026481,25748,61.0,14280,2179,0,0,12949,12799,435553,96.2,98.0,97.6,20269,3835,0.189205,16434,78811.0,25950.0,878.0,5.0,886.0,784.0,1112.0,0.0,2175.0,223.0,7096.0,15332.0,1.0,648.0,88191.0,57292.0,5744830.0,0.726954359163061,26657,46.5,27596,3039,12711,13946,0,0,463435,95.6,97.6,97.4,17313,2975,0.171836,14338,214,765,0.2797385620915033,0.0,28.0,0.0,15.0,80.0,0.1875,9.99296667981222e-07,0,0,41.0,0.0013323800857922,25346,29764,31722,0.9382762751402812,78811,0.0006419600730174,1749,0.0002601159736584,0.3776630165839794,1.8110130818375416,0,0,0,0,0,0,0
S_10,A1,5,O10,9,14,S_10,A1,5,O10,9,14,290732.0,105207.0,3565.0,1106.0,2746.0,1265.0,3719.0,16236.0,4250.0,3179.0,64730.0,15542.0,318.0,1719.0,230951.0,182349.0,17928895.0,0.6272064994565442,115179,63.2,59028,8142,0,0,57357,57822,1990530,96.6,98.0,97.5,89770,18188,0.202607,71582,290732.0,106057.0,4748.0,17.0,3754.0,2683.0,4050.0,1.0,8496.0,414.0,25831.0,36456.0,20.0,3017.0,238444.0,225008.0,23394035.0,0.773936133621342,112806,50.1,103135,9067,55459,57347,0,0,1980225,95.8,97.6,97.4,71668,12534,0.17489,59134,571,2291,0.2492361414229594,6.0,60.0,0.1,54.0,194.0,0.2783505154639175,3.339166843283534e-06,0,0,122.0,0.0009333210930567,121567,140678,149745,0.9394503990116532,290732,0.0023681762184025,4176,0.0002098152250182,0.4838751840182711,1.965243144321976,0,0,0,0,0,0,0
S_10,A1,5,O21,20,14,S_10,A1,5,O21,20,14,351949.0,127048.0,7561.0,1374.0,9056.0,2311.0,5385.0,19984.0,6129.0,4665.0,40026.0,22817.0,199.0,2791.0,177586.0,255282.0,25564516.0,0.7253380461373665,180277,70.6,66572,8433,0,0,86336,93941,3136025,96.8,98.1,97.7,144922,34460,0.237783,110462,351949.0,126782.0,9684.0,59.0,5460.0,5038.0,5289.0,8.0,8394.0,516.0,38568.0,23620.0,73.0,2828.0,350553.0,265994.0,28394408.0,0.755774274113579,161525,60.7,96862,7607,75751,85774,0,0,3057133,96.4,97.8,97.5,108995,25277,0.23191,83718,709,3040,0.2332236842105263,12.0,46.0,0.2608695652173913,80.0,391.0,0.2046035805626598,4.135967704231551e-06,0,0,175.0,0.0009012256669069,167784,199182,207236,0.9611360960450888,351949,0.0028668232320162,4264,0.0002486155664599,0.5659399515270679,1.8031558078270555,0,0,0,0,0,0,0
S_10,A1,5,O22,21,14,S_10,A1,5,O22,21,14,532579.0,172203.0,11462.0,2075.0,10634.0,3298.0,8376.0,31336.0,9734.0,7963.0,79690.0,34370.0,291.0,4503.0,261603.0,376660.0,38255353.0,0.7072377994626149,272300,72.3,91328,13032,0,0,134184,138116,4811669,96.9,98.2,97.8,221397,57617,0.260243,163780,532579.0,172668.0,12177.0,68.0,8294.0,5334.0,8784.0,7.0,13817.0,931.0,61122.0,43952.0,82.0,4818.0,502833.0,403326.0,43686327.0,0.7573073666066443,252745,62.7,138100,12481,122245,130500,0,0,4889938,96.5,97.9,97.6,172980,44211,0.255584,128769,847,3490,0.2426934097421203,22.0,84.0,0.2619047619047619,55.0,354.0,0.1553672316384181,4.765425737305836e-06,0,0,208.0,0.0007109920047581,254965,299878,311038,0.964120139661392,532579,0.0043381565229166,4919,0.0001952761937665,0.5630676387916159,1.830969404265452,0,0,0,0,0,0,0
S_10,A1,5,O9,8,14,S_10,A1,5,O9,8,14,191263.0,60359.0,2524.0,1039.0,1636.0,715.0,2227.0,8276.0,2443.0,2498.0,56330.0,14096.0,248.0,1003.0,117944.0,105327.0,10263280.0,0.5506919791073025,64304,61.1,35467,5556,0,0,32424,31880,1073742,96.0,97.9,97.5,50505,10845,0.214731,39660,191263.0,59620.0,2463.0,12.0,1960.0,2271.0,2936.0,3.0,6438.0,261.0,20821.0,30353.0,8.0,1477.0,177857.0,145169.0,15080895.0,0.7590020024782629,65602,45.2,73376,6191,32417,33185,0,0,1143596,95.7,97.5,97.3,42315,7566,0.178802,34749,455,2113,0.2153336488405111,10.0,74.0,0.1351351351351351,39.0,228.0,0.1710526315789473,2.8525177880446026e-06,0,0,122.0,0.0016395866091467,64982,75482,81500,0.926159509202454,191263,0.0015579450767728,3140,0.0003189325692894,0.3946502982803783,1.9031794458031817,0,0,0,0,0,7,7
S_10,A1,5,P10,9,15,S_10,A1,5,P10,9,15,407439.0,136164.0,4911.0,1475.0,3485.0,1796.0,5281.0,53061.0,5153.0,3613.0,86080.0,19469.0,459.0,2333.0,481210.0,275174.0,27010745.0,0.6753747186695431,177742,64.6,81664,15768,0,0,85538,92204,2995479,96.4,98.0,97.7,138015,30397,0.220244,107618,407439.0,133787.0,6166.0,46.0,4516.0,3954.0,5922.0,5.0,15464.0,558.0,32075.0,57055.0,25.0,3720.0,346673.0,328684.0,34620379.0,0.8067072617005245,179091,54.5,132676,16917,83589,95502,0,0,3119349,96.0,97.6,97.5,117524,24278,0.206579,93246,1098,4090,0.2684596577017115,24.0,71.0,0.3380281690140845,61.0,341.0,0.1788856304985337,5.470316204826485e-06,0,0,210.0,0.0010454835112314,175174,205529,220384,0.9325949252214316,407439,0.0033188205985227,4564,0.0002577072886984,0.5044411556085696,1.9097835883998175,0,0,0,0,0,0,0
S_10,A1,5,P21,20,15,S_10,A1,5,P21,20,15,593182.0,213570.0,11506.0,2217.0,12454.0,3463.0,8528.0,25266.0,11622.0,9257.0,76740.0,44250.0,342.0,4772.0,270909.0,419726.0,41855779.0,0.707583844418745,303723,72.4,99449,16554,0,0,148081,155642,5290125,96.3,95.6,95.3,244796,57671,0.235588,187125,593182.0,209425.0,12895.0,100.0,8680.0,5589.0,10216.0,16.0,13749.0,843.0,71415.0,44856.0,138.0,4624.0,554072.0,444777.0,47187719.0,0.7498154023554322,278948,62.7,150885,14944,131615,147333,0,0,5280694,95.9,95.2,95.0,188753,43003,0.227827,145750,6634,177090,0.0374611779321249,6370.0,7820.0,0.8145780051150895,179.0,11810.0,0.0151566469093988,0.0002766521151007,0,0,7527.0,0.0226120916259857,277618,328773,343180,0.9580191153330614,593182,0.0048318021600114,5004,0.0063445957564457,0.5542531634473062,1.75696055064502,0,0,0,0,0,0,0
S_10,A1,5,P22,21,15,S_10,A1,5,P22,21,15,481626.0,176164.0,9001.0,1823.0,8585.0,2814.0,7461.0,24541.0,9167.0,6652.0,62861.0,28333.0,237.0,4142.0,233230.0,345319.0,34674373.0,0.7169857939563063,243787,70.6,88623,12909,0,0,117746,126041,4262185,96.0,95.1,94.7,195783,49446,0.252555,146337,481626.0,175518.0,10488.0,47.0,6672.0,4835.0,8092.0,18.0,11339.0,728.0,48067.0,38599.0,59.0,3950.0,433897.0,367523.0,39216400.0,0.7630879562149884,225812,61.4,129002,12709,106626,119186,0,0,4298985,95.5,94.7,94.5,152731,36914,0.241693,115817,3324,175592,0.0189302473916807,5629.0,7652.0,0.7356246732880293,121.0,11445.0,0.0105723023154215,0.000274441871536,0,0,7584.0,0.0289295604873471,229390,263371,274701,0.9587551556055494,481626,0.0039231155819253,4488,0.0078733290976816,0.5468371724117884,1.7997444272847791,0,0,0,0,0,0,0
S_10,A1,5,P9,8,15,S_10,A1,5,P9,8,15,387051.0,137734.0,4604.0,1386.0,3408.0,1553.0,5278.0,33032.0,5452.0,3351.0,82335.0,20318.0,402.0,2376.0,332341.0,251634.0,24645743.0,0.6501313780354527,160218,63.7,78914,12502,0,0,79061,81157,2765103,96.5,98.1,97.6,122749,26798,0.218315,95951,387051.0,138326.0,5193.0,21.0,5674.0,3528.0,5606.0,7.0,12363.0,577.0,33650.0,51247.0,16.0,3066.0,336471.0,301819.0,31296541.0,0.779791293653808,155475,51.5,132224,14120,75797,79678,0,0,2716914,95.9,97.6,97.4,98477,20023,0.203327,78454,963,3319,0.290147634829768,14.0,53.0,0.2641509433962264,91.0,392.0,0.2321428571428571,4.670952105814756e-06,0,0,178.0,0.0010206129411427,163390,191150,203336,0.9400696384309714,387051,0.0031527488322885,4365,0.0002299438575278,0.4938625659150861,1.992141904285476,0,0,0,0,0,0,0
S_10,A1,6,A11,10,0,S_10,A1,6,A11,10,0,164151.0,62302.0,2576.0,732.0,1609.0,698.0,2159.0,9222.0,2563.0,2465.0,27028.0,12509.0,203.0,1055.0,105781.0,106857.0,10463415.0,0.6509677065628598,69659,65.2,32297,4901,0,0,33767,35892,1180852,96.4,98.1,97.6,55881,11613,0.207817,44268,164151.0,61814.0,2556.0,11.0,2135.0,1375.0,2437.0,0.0,4363.0,230.0,20115.0,16156.0,10.0,1230.0,147203.0,120676.0,12469037.0,0.7351523901773367,57142,47.4,58485,5049,27090,30052,0,0,976191,95.9,97.5,97.2,36801,6460,0.175539,30341,387,1901,0.203577064702788,12.0,42.0,0.2857142857142857,28.0,186.0,0.1505376344086021,2.719961762464096e-06,0,0,116.0,0.0015547722124676,70464,81248,86883,0.9351426631216694,164151,0.0013371025357614,3327,0.0003533332114942,0.494958909784284,1.835324945221261,0,0,0,0,0,0,0
S_10,A1,6,A12,11,0,S_10,A1,6,A12,11,0,264714.0,89381.0,3057.0,951.0,1981.0,955.0,2798.0,30584.0,2929.0,1804.0,67029.0,12133.0,243.0,1328.0,288103.0,161760.0,15717965.0,0.6110745937124595,101253,62.6,52621,7886,0,0,49308,51945,1766932,96.8,98.0,97.8,78849,16391,0.207878,62458,264714.0,87340.0,3881.0,4.0,2907.0,2462.0,3705.0,3.0,9442.0,441.0,19364.0,42747.0,10.0,2268.0,215840.0,207006.0,21596060.0,0.7819986853736486,100989,48.8,96869,9148,49691,51298,0,0,1823537,96.1,97.6,97.4,64110,12131,0.189222,51979,331,1682,0.1967895362663496,25.0,45.0,0.5555555555555556,14.0,133.0,0.1052631578947368,2.703117626616849e-06,0,0,109.0,0.0009524891424976,105604,120981,128380,0.9423664122137404,264714,0.0021562449248043,3910,0.0002058825751565,0.4570253178902513,1.9369666501224805,0,0,0,0,0,0,0
S_10,A1,6,A23,22,0,S_10,A1,6,A23,22,0,95860.0,30513.0,1904.0,372.0,2274.0,513.0,1352.0,4879.0,1654.0,1509.0,17221.0,6025.0,37.0,812.0,55618.0,64341.0,6516174.0,0.6711975798038806,45561,70.8,15168,3612,0,0,21805,23756,753313,96.7,98.1,97.8,37697,7644,0.202775,30053,95860.0,30446.0,2435.0,9.0,1385.0,1007.0,1490.0,0.0,2519.0,132.0,10651.0,9066.0,6.0,841.0,95086.0,71189.0,7717438.0,0.7426350928437304,46389,65.2,21661,3139,21926,24463,0,0,866250,96.3,97.9,97.6,33429,6809,0.203685,26620,111,583,0.1903945111492281,4.0,48.0,0.0833333333333333,11.0,53.0,0.2075471698113207,1.0172393344272025e-06,0,0,41.0,0.0007234485557496,42971,49036,51626,0.9498314802618836,95860,0.0007808337998433,3095,0.0002138535364072,0.5115376590861673,1.6315964597058628,0,0,0,0,0,0,0
S_10,A1,6,A24,23,0,S_10,A1,6,A24,23,0,344777.0,139899.0,6738.0,1627.0,5692.0,1654.0,4427.0,29547.0,4721.0,3140.0,47087.0,16440.0,203.0,2413.0,251249.0,228782.0,22345682.0,0.6635651450067724,141841,62.0,76918,10023,0,0,68555,73286,2491363,96.9,98.1,97.8,114393,29134,0.254683,85259,344777.0,136858.0,7594.0,64.0,5272.0,3334.0,4259.0,16.0,8680.0,520.0,28789.0,34835.0,57.0,2830.0,492324.0,241499.0,25255432.0,0.7004498559938743,129555,53.6,102573,9371,62202,67353,0,0,2455602,96.6,97.8,97.5,88529,22487,0.254007,66042,571,3076,0.185630689206762,45.0,80.0,0.5625,38.0,211.0,0.1800947867298578,4.62078587513926e-06,0,0,194.0,0.0012822122788349,135814,158817,165288,0.9608501524611588,344777,0.0028084032444043,4043,0.0002813412727647,0.4606368754296255,1.862737508796622,0,0,0,0,0,0,0
S_10,A1,6,B11,10,1,S_10,A1,6,B11,10,1,211818.0,76499.0,2745.0,830.0,2039.0,1040.0,3011.0,7116.0,3168.0,2469.0,46042.0,10951.0,234.0,1439.0,136359.0,131440.0,13069578.0,0.6205327214873145,84679,64.4,41124,5637,0,0,41598,43081,1457778,96.5,98.0,97.6,67570,13922,0.206038,53648,211818.0,76515.0,3440.0,9.0,2314.0,2010.0,2965.0,11.0,6057.0,330.0,19164.0,24406.0,11.0,2190.0,177300.0,161020.0,16916869.0,0.7601809100265322,82328,51.1,72136,6556,39737,42591,0,0,1434775,96.0,97.7,97.4,53695,9913,0.184617,43782,467,1680,0.2779761904761905,18.0,37.0,0.4864864864864865,30.0,130.0,0.2307692307692307,2.505382118844823e-06,0,0,83.0,0.0008518936672482,87678,101790,108489,0.9382518043303928,211818,0.0017253771522556,3787,0.0001959229149552,0.4805540605614253,1.8973326623049824,0,0,0,0,0,0,0
S_10,A1,6,B12,11,1,S_10,A1,6,B12,11,1,149472.0,66332.0,2165.0,933.0,1190.0,503.0,1720.0,7794.0,1719.0,1471.0,25988.0,10175.0,236.0,764.0,112434.0,91541.0,8505504.0,0.6124290837079854,51828,56.6,33855,5858,0,0,25191,26637,808857,96.6,98.0,97.6,40153,8559,0.21316,31594,149472.0,65767.0,1919.0,6.0,1529.0,1501.0,1703.0,3.0,3745.0,210.0,14673.0,18698.0,6.0,1018.0,141930.0,106893.0,10457858.0,0.7151372832369942,48537,45.4,51977,6379,23268,25269,0,0,755085,95.5,97.5,97.3,31123,6129,0.196928,24994,352,1488,0.2365591397849462,11.0,57.0,0.1929824561403508,29.0,177.0,0.1638418079096045,2.1875405989446026e-06,0,0,92.0,0.0016257863858061,51435,59883,66032,0.90687848315968,149472,0.001217533796476,2690,0.0003077499464782,0.4006302183686577,1.8953315398006012,0,0,0,0,0,0,0
S_10,A1,6,B23,22,1,S_10,A1,6,B23,22,1,212792.0,73967.0,4171.0,656.0,2858.0,1187.0,2947.0,10800.0,3358.0,2283.0,40009.0,12589.0,110.0,1469.0,145625.0,139225.0,13899719.0,0.6542774164442272,94553,67.9,39838,4834,0,0,46217,48336,1684247,96.7,98.0,97.8,75806,14535,0.191739,61271,212792.0,73578.0,4055.0,77.0,4147.0,2058.0,3002.0,5.0,5805.0,288.0,22657.0,19691.0,36.0,2213.0,215845.0,159504.0,17032901.0,0.7495770517688635,97853,61.3,56764,4887,45484,52369,0,0,1876380,96.4,97.8,97.5,67458,13123,0.194536,54335,272,1015,0.2679802955665024,3.0,18.0,0.1666666666666666,29.0,124.0,0.2338709677419354,1.5064516277298452e-06,0,0,73.0,0.0006314551147864,94573,109249,113941,0.9588207932175424,212792,0.0017333109319452,4212,0.0001715290048498,0.5134074589270273,1.7830167123645384,0,0,0,0,0,0,0
S_10,A1,6,B24,23,1,S_10,A1,6,B24,23,1,244328.0,84252.0,4591.0,916.0,5011.0,1502.0,4241.0,15972.0,5060.0,3436.0,21663.0,14144.0,90.0,2276.0,158416.0,188059.0,19241841.0,0.7696989293081431,135738,72.2,45993,6328,0,0,65821,69917,2389530,96.6,96.5,96.4,111109,26086,0.234778,85023,244328.0,84543.0,5680.0,31.0,3266.0,2343.0,4036.0,3.0,6082.0,378.0,26243.0,14218.0,20.0,2184.0,211148.0,187617.0,20444472.0,0.7678898857273828,119813,63.9,61740,6064,56479,63334,0,0,2295191,96.2,96.3,96.0,83516,19510,0.233608,64006,1670,48342,0.0345455297670762,1739.0,2209.0,0.7872340425531915,38.0,3185.0,0.0119309262166405,7.766355009239331e-05,0,0,2071.0,0.0138966241469781,126462,147152,153252,0.9601962780257354,244328,0.0019901894496988,4376,0.0042381552666906,0.6022723551946564,1.730711328566052,0,0,0,0,0,0,0
S_10,A1,6,C11,10,2,S_10,A1,6,C11,10,2,257507.0,87959.0,3049.0,943.0,2339.0,1175.0,3280.0,33919.0,3496.0,2254.0,47505.0,13111.0,252.0,1476.0,275369.0,176490.0,17470428.0,0.685379426578695,115883,65.7,52132,8475,0,0,55683,60200,2029309,96.2,98.0,97.7,91827,19845,0.216113,71982,257507.0,87751.0,3559.0,11.0,2753.0,2419.0,3770.0,5.0,9124.0,367.0,21951.0,30976.0,3.0,2777.0,210245.0,203344.0,21524820.0,0.7896639702998365,102316,50.3,92433,8595,48644,53672,0,0,1829792,95.9,97.6,97.4,65629,12725,0.193893,52904,500,2019,0.2476473501733531,18.0,44.0,0.4090909090909091,67.0,244.0,0.2745901639344262,2.8785163455479617e-06,0,0,120.0,0.0009608763192031,116655,136654,144542,0.9454276265722074,257507,0.0020975398424396,4113,0.0002330033746655,0.5306807193590853,1.89842046038648,0,0,0,0,0,0,0
S_10,A1,6,C12,11,2,S_10,A1,6,C12,11,2,2339.0,1433.0,2.0,0.0,19.0,0.0,22.0,37.0,87.0,47.0,43.0,132.0,0.0,25.0,1672.0,1283.0,121116.0,0.5485250106883284,449,35.0,768,66,0,0,221,228,9735,76.3,12.6,11.8,394,67,0.170051,327,2339.0,1492.0,17.0,0.0,3.0,14.0,101.0,0.0,35.0,0.0,144.0,37.0,0.0,2.0,2752.0,1322.0,121980.0,0.5651988029072254,429,32.5,833,60,207,222,0,0,10165,75.6,11.3,11.5,340,47,0.138235,293,102,11911,0.008563512719335,373.0,514.0,0.72568093385214,7.0,702.0,0.0099715099715099,1.9837997905661665e-05,0,0,531.0,0.8564516129032258,60,77,85,0.9058823529411764,2339,1.905247504520829e-05,33,0.1135100470286447,0.032920051303976,0.2347560975609756,0,0,0,0,0,0,0
S_10,A1,6,C23,22,2,S_10,A1,6,C23,22,2,423658.0,120449.0,6426.0,1452.0,4980.0,1826.0,4703.0,48895.0,5450.0,3141.0,114793.0,20558.0,169.0,2512.0,493802.0,255304.0,25468021.0,0.602618149545152,170094,66.6,77139,8071,0,0,81112,88982,3065170,96.8,98.1,97.8,137374,33284,0.242287,104090,423658.0,114940.0,9808.0,74.0,6130.0,4436.0,6704.0,13.0,14036.0,645.0,37026.0,66108.0,73.0,4734.0,466050.0,319730.0,34816283.0,0.7546889236129142,204001,63.8,105254,10475,92502,111499,0,0,4064359,96.7,97.9,97.6,143491,38546,0.26863,104945,748,2804,0.2667617689015691,30.0,83.0,0.3614457831325301,76.0,251.0,0.3027888446215139,3.864630646344381e-06,0,0,174.0,0.0008323964886263,165120,194207,201281,0.9648551030648695,423658,0.0034509335069272,4408,0.0002053543188137,0.4584051286651025,1.8657424753340828,0,0,0,0,0,0,0
S_10,A1,6,C24,23,2,S_10,A1,6,C24,23,2,118890.0,41946.0,2542.0,518.0,2482.0,628.0,1607.0,6985.0,1979.0,594.0,19670.0,6644.0,69.0,1012.0,67331.0,80073.0,7969771.0,0.6735049205147615,53731,67.1,23159,3183,0,0,25836,27895,906345,96.9,98.1,97.7,43644,9368,0.214646,34276,118890.0,41710.0,2833.0,20.0,2036.0,1194.0,1686.0,4.0,3035.0,183.0,11638.0,11284.0,8.0,977.0,134985.0,88702.0,9419192.0,0.7460846160316259,52146,58.8,33499,3057,24176,27970,0,0,972132,96.6,97.8,97.5,36060,7920,0.219634,28140,309,1103,0.2801450589301903,9.0,16.0,0.5625,20.0,86.0,0.2325581395348837,1.6913709451833144e-06,0,0,60.0,0.0009612919764163,51371,59457,62552,0.950521166389564,118890,0.0009684261471247,3204,0.0002523340903356,0.5001009336361343,1.734603378358666,3,0,0,0,0,0,3
S_10,A1,6,D11,10,3,S_10,A1,6,D11,10,3,135193.0,49943.0,1873.0,587.0,1257.0,613.0,1946.0,14012.0,1887.0,1105.0,22903.0,6800.0,171.0,834.0,123005.0,92876.0,9101678.0,0.6869882316392121,61078,65.8,27589,4209,0,0,29205,31873,1053647,96.7,98.1,97.8,48482,10331,0.213089,38151,135193.0,49979.0,2327.0,10.0,1726.0,1210.0,1891.0,8.0,4805.0,210.0,11786.0,14036.0,13.0,1157.0,129387.0,105419.0,11027420.0,0.7797667038973911,52538,49.8,48636,4245,24960,27578,0,0,926305,96.4,97.7,97.5,33623,6315,0.187818,27308,271,1098,0.2468123861566484,12.0,27.0,0.4444444444444444,33.0,146.0,0.2260273972602739,1.5906723069660788e-06,0,0,61.0,0.0009318810247635,60427,70774,75556,0.9367091958282598,135193,0.0011012232829358,2821,0.0002256033966255,0.5235034358287781,1.8550534703292092,0,0,0,0,0,0,0
S_10,A1,6,D12,11,3,S_10,A1,6,D12,11,3,236501.0,86111.0,2923.0,1092.0,2266.0,966.0,3303.0,17481.0,3156.0,2147.0,49224.0,12105.0,295.0,1424.0,193952.0,150897.0,14779594.0,0.6380395854562982,98209,65.1,44106,8582,0,0,47706,50503,1596647,96.4,98.0,97.7,78149,17322,0.221654,60827,236501.0,86189.0,4222.0,10.0,2412.0,2281.0,3067.0,6.0,7578.0,372.0,19709.0,29052.0,16.0,1938.0,187821.0,183168.0,19108040.0,0.7744914397824957,94701,51.7,79127,9340,45091,49610,0,0,1599509,96.0,97.6,97.4,61688,12216,0.198029,49472,467,1927,0.2423456149455111,25.0,55.0,0.4545454545454545,45.0,223.0,0.2017937219730941,2.856545733573292e-06,0,0,117.0,0.0010607530439985,96282,112728,122158,0.9228048920250824,236501,0.0019264341174291,4135,0.0002473562479651,0.4766491473608991,1.8532254882619843,0,0,0,0,0,0,0
S_10,A1,6,D23,22,3,S_10,A1,6,D23,22,3,268877.0,95553.0,5102.0,1142.0,5464.0,1545.0,4606.0,17386.0,4853.0,3018.0,27727.0,15496.0,145.0,2431.0,125397.0,199286.0,20360474.0,0.7411790521316438,148390,74.5,44595,6301,0,0,71095,77295,2583695,96.9,98.1,97.8,121289,29537,0.243526,91752,268877.0,96646.0,6640.0,26.0,3693.0,2639.0,3979.0,4.0,6644.0,399.0,29293.0,15534.0,28.0,2382.0,216902.0,203417.0,22113368.0,0.7565429545851821,130264,64.0,67505,5648,59844,70420,0,0,2483761,96.7,97.8,97.5,88597,21754,0.245539,66843,500,2147,0.2328830926874709,16.0,38.0,0.4210526315789473,21.0,166.0,0.1265060240963855,3.064534193600164e-06,0,0,130.0,0.0008196979728238,138924,162411,169215,0.9597907986880596,268877,0.0021901549092477,4210,0.0002417462259694,0.6040345585527955,1.7700892613865489,0,0,0,0,0,0,0
S_10,A1,6,D24,23,3,S_10,A1,6,D24,23,3,255968.0,95327.0,5264.0,1040.0,6909.0,1503.0,4354.0,14817.0,4367.0,3243.0,27653.0,15206.0,122.0,2106.0,126304.0,181479.0,18227053.0,0.7089909676209526,129405,71.3,45782,6292,0,0,61245,68160,2275288,97.1,98.2,97.8,106373,27479,0.258327,78894,255968.0,95140.0,8464.0,211.0,4032.0,2438.0,3587.0,8.0,5849.0,380.0,27081.0,16743.0,37.0,2377.0,237831.0,187021.0,19930626.0,0.7306421115139392,115754,61.9,65561,5706,52679,63075,0,0,2208717,96.7,97.9,97.5,80417,20622,0.256438,59795,337,1267,0.265982636148382,16.0,33.0,0.4848484848484848,31.0,99.0,0.3131313131313131,2.123093470485572e-06,0,0,93.0,0.0006705650772591,121962,141885,146985,0.9653025818961118,255968,0.0020850038188849,3530,0.0001816633329166,0.554307569696212,1.798402940617276,0,0,0,0,0,0,0
S_10,A1,6,E11,10,4,S_10,A1,6,E11,10,4,118090.0,44021.0,1621.0,617.0,1071.0,461.0,1288.0,5786.0,1835.0,1641.0,23810.0,8346.0,148.0,765.0,77228.0,73935.0,7212516.0,0.6260902701329495,44916,60.8,25515,3504,0,0,21689,23227,777972,96.7,98.1,97.7,35920,6950,0.193486,28970,118090.0,43929.0,1564.0,5.0,1150.0,1122.0,1682.0,2.0,3145.0,316.0,12672.0,14048.0,5.0,907.0,94572.0,88150.0,9118344.0,0.7464645609281056,39888,45.3,44694,3568,18933,20955,0,0,708590,96.2,97.6,97.4,25535,4192,0.164167,21343,262,1118,0.2343470483005366,9.0,25.0,0.36,18.0,115.0,0.1565217391304348,1.414175057436233e-06,0,0,59.0,0.0011726591536978,45817,53065,56444,0.9401353553964992,118090,0.0009619096956343,2774,0.0002498094673554,0.4493606571259209,1.8316592454523488,0,0,0,0,0,0,0
S_10,A1,6,E12,11,4,S_10,A1,6,E12,11,4,123295.0,44891.0,2037.0,668.0,1305.0,617.0,1828.0,6339.0,1933.0,1713.0,20754.0,8358.0,153.0,826.0,81259.0,81663.0,8119736.0,0.6623382943347257,54215,66.4,23306,4142,0,0,25349,28866,900086,96.7,98.0,97.6,43421,9159,0.210935,34262,123295.0,44967.0,1783.0,5.0,1415.0,1170.0,1778.0,2.0,3479.0,196.0,13483.0,11929.0,1.0,1248.0,98577.0,93507.0,9825426.0,0.7584005839652865,46966,50.2,42285,4256,21813,25153,0,0,806619,96.2,97.5,97.3,30095,5495,0.182588,24600,415,1690,0.2455621301775148,3.0,25.0,0.12,14.0,125.0,0.112,2.21829945570914e-06,0,0,83.0,0.0014100778091128,53876,61948,66603,0.9301082533819798,123295,0.001004307358144,3307,0.00033659110264,0.5024372440082728,1.808014476257187,0,0,0,0,0,0,0
