Plate,PCRIndex,MultiplexGroup,RandomIndex,Col384,Row384,Plate.1,PCRIndex.1,MultiplexGroup.1,RandomIndex.1,Col384.1,Row384.1,R1InputReads,R1WithR1Adapter,R1WithTSO,R1WithN6,R1WithTSO_rc,R1WithN6_rc,R1With3PpolyT,R1With5PpolyT,R1With3PpolyA,R1With5PpolyA,R1WithpolyTLong,R1WithpolyALong,R1WithISPCR_F,R1WithISPCR_R,R1QualTrimBP,R1TrimmedReads,R1TrimmedReadsBP,R1TrimmedReadsRate,R1UniqueMappedReads,R1MappingRate,R1UnmappedReads,R1UnuniqueMappedReads,R1OT,R1OB,R1CTOT,R1CTOB,R1TotalC,R1TotalmCGRate,R1TotalmCHGRate,R1TotalmCHHRate,R1MAPQFilteredReads,R1DuplicatedReads,R1DuplicationRate,R1FinalBismarkReads,R2InputReads,R2WithR1Adapter,R2WithTSO,R2WithN6,R2WithTSO_rc,R2WithN6_rc,R2With3PpolyT,R2With5PpolyT,R2With3PpolyA,R2With5PpolyA,R2WithpolyTLong,R2WithpolyALong,R2WithISPCR_F,R2WithISPCR_R,R2QualTrimBP,R2TrimmedReads,R2TrimmedReadsBP,R2TrimmedReadsRate,R2UniqueMappedReads,R2MappingRate,R2UnmappedReads,R2UnuniqueMappedReads,R2OT,R2OB,R2CTOT,R2CTOB,R2TotalC,R2TotalmCGRate,R2TotalmCHGRate,R2TotalmCHHRate,R2MAPQFilteredReads,R2DuplicatedReads,R2DuplicationRate,R2FinalBismarkReads,mCHmC,mCHCov,mCHFrac,mCGmC,mCGCov,mCGFrac,mCCCmC,mCCCCov,mCCCFrac,GenomeCov,LambdaCYFrac,LambdaCYCov,FinalDNAReads,SelectedDNAReadsRatio,FinalCountedReads,FinalRNAReads,RNAUniqueMappedReads,SelectedRNAReadsRatio,CellInputReadPairs,CellBarcodeRatio,GenesDetected,DNAReadsYield,RNAReadsYield,RNA/(DNA+RNA),Dnmt3a_g1,Dnmt3a_g2,Foxg1_g1,Foxg1_g2,Safe_g1,Safe_g2,Total_grna
S_10,A1,1,A1,0,0,S_10,A1,1,A1,0,0,157489.0,97614.0,22601.0,15895.0,10123.0,675.0,343.0,969.0,354.0,212.0,94.0,68.0,953.0,745.0,38984.0,79509.0,6074236.0,0.5048543072849533,9168,11.5,69868,473,0,0,4698,4470,164332,96.3,97.8,97.8,7592,1349,0.177687,6243,157489.0,93093.0,11524.0,1275.0,18811.0,17376.0,399.0,2.0,493.0,65.0,65.0,56.0,774.0,1152.0,289514.0,110709.0,8281869.0,0.7029633815695064,7374,6.7,102961,374,3797,3577,0,0,132765,95.7,97.6,97.5,4808,782,0.162646,4026,21,167,0.1257485029940119,11.0,23.0,0.4782608695652174,2.0,17.0,0.1176470588235294,2.72435588485903e-07,0,0,8.0,0.0007790437238289,8897,10144,10808,0.9385640266469282,157489,0.0012828367859746,1633,2.5398599267250413e-05,0.064410847741747,1.624599615631006,0,0,0,0,0,0,0
S_10,A1,1,A13,12,0,S_10,A1,1,A13,12,0,149171.0,64736.0,2298.0,744.0,1628.0,667.0,2419.0,4016.0,2517.0,2957.0,16971.0,9412.0,179.0,1084.0,86330.0,104316.0,10138548.0,0.6993048246643114,70899,68.0,28143,5274,0,0,34474,36425,1112815,96.3,98.1,97.7,56847,11112,0.195472,45735,149171.0,64902.0,2050.0,7.0,1482.0,1247.0,2070.0,2.0,3703.0,212.0,15169.0,10809.0,10.0,1043.0,128414.0,112676.0,11519204.0,0.7553478893350585,61436,54.5,45845,5395,29370,32066,0,0,970666,95.4,97.6,97.4,40209,6602,0.164192,33607,481,1711,0.2811221507890122,5.0,41.0,0.1219512195121951,38.0,138.0,0.2753623188405797,2.574589546565032e-06,0,0,103.0,0.0012981775100199,67991,79858,87159,0.9162335501784096,149171,0.0012150819816027,3526,0.0003452413672898,0.535345341923028,1.7460643694245233,0,0,0,0,0,0,0
S_10,A1,1,A14,13,0,S_10,A1,1,A14,13,0,220693.0,81596.0,3242.0,1068.0,2224.0,1044.0,3219.0,7576.0,3257.0,2818.0,43543.0,14039.0,267.0,1579.0,133959.0,141905.0,13903786.0,0.6429972858223868,95888,67.6,39849,6168,0,0,47321,48567,1593361,96.5,98.0,97.7,77117,15183,0.196883,61934,220693.0,82113.0,2910.0,4.0,2353.0,2455.0,3043.0,3.0,6149.0,340.0,22659.0,25265.0,5.0,1733.0,177284.0,167940.0,17361197.0,0.760966591600096,88228,52.5,72678,7034,42984,45244,0,0,1478940,96.1,97.6,97.3,57640,9997,0.173439,47643,597,2173,0.2747353888633226,16.0,46.0,0.3478260869565217,41.0,206.0,0.1990291262135922,2.783676537190637e-06,0,0,115.0,0.0010494903127481,95048,109880,118664,0.9259758646261714,220693,0.0017976690359778,3887,0.0002605429261462,0.4978862039122219,1.7741180269637524,0,0,0,0,0,0,0
S_10,A1,1,A2,1,0,S_10,A1,1,A2,1,0,191069.0,124150.0,27213.0,18006.0,14681.0,546.0,149.0,414.0,173.0,174.0,39.0,36.0,1064.0,685.0,42055.0,85617.0,5865127.0,0.4480946673714731,3994,4.7,81445,178,0,0,1923,2071,73655,96.4,98.0,97.7,3249,550,0.169283,2699,191069.0,116415.0,17114.0,1331.0,22513.0,20239.0,254.0,2.0,399.0,76.0,44.0,28.0,1046.0,1372.0,357704.0,121923.0,8566548.0,0.6381097927973663,2958,2.4,118790,175,1401,1557,0,0,55699,96.4,97.2,97.3,1906,306,0.160546,1600,16,136,0.1176470588235294,5.0,7.0,0.7142857142857143,1.0,3.0,0.3333333333333333,3.727680498368941e-07,0,0,8.0,0.0018608978832286,3996,4520,4783,0.9450135897971984,191069,0.0015563648372864,924,2.0934845527008566e-05,0.0236563754455196,1.674074074074074,0,0,0,0,0,0,0
S_10,A1,1,B1,0,1,S_10,A1,1,B1,0,1,147158.0,91162.0,33396.0,9927.0,8722.0,379.0,64.0,73.0,94.0,105.0,26.0,27.0,962.0,524.0,27308.0,62238.0,4348729.0,0.4229331738675437,1155,1.9,60960,123,0,0,509,646,20928,95.1,97.2,97.3,934,174,0.186296,760,147158.0,86949.0,9800.0,735.0,30912.0,10883.0,181.0,0.0,140.0,50.0,39.0,20.0,656.0,1140.0,222713.0,96133.0,6550038.0,0.6532638388670681,960,1.0,95074,99,414,546,0,0,17667,94.0,96.9,96.5,604,122,0.201987,482,3,11,0.2727272727272727,0.0,2.0,0.0,0.0,1.0,0.0,2.2702965707158585e-08,0,0,1.0,0.000805152979066,1131,1296,1390,0.9323741007194244,147158,0.0011986849605398,365,3.3977085853300534e-06,0.0088068606531754,1.7030223390275954,0,0,0,0,0,0,0
S_10,A1,1,B13,12,1,S_10,A1,1,B13,12,1,447839.0,166003.0,6624.0,1905.0,4436.0,2068.0,6544.0,25338.0,7402.0,7289.0,68254.0,36915.0,519.0,3082.0,313721.0,307219.0,30083754.0,0.6860032288389354,210140,68.4,82222,14857,0,0,103983,106157,3558200,96.7,98.1,97.7,169469,38071,0.224649,131398,447839.0,163742.0,6150.0,18.0,4736.0,4792.0,6613.0,6.0,12521.0,619.0,57164.0,41311.0,31.0,3550.0,414180.0,340357.0,35383403.0,0.759998570914994,184808,54.3,140478,15071,90403,94405,0,0,3178120,96.0,97.6,97.4,122544,23697,0.193375,98847,1200,4921,0.2438528754318228,39.0,112.0,0.3482142857142857,91.0,472.0,0.1927966101694915,7.105295912608147e-06,0,0,327.0,0.0014202262807009,205392,240727,257198,0.9359598441667508,447839,0.0036479013987905,5012,0.0003650865601254,0.5375302284972948,1.832030685165032,0,0,0,0,0,0,0
S_10,A1,1,B14,13,1,S_10,A1,1,B14,13,1,284855.0,96138.0,3460.0,1145.0,2311.0,990.0,3164.0,23598.0,3248.0,2001.0,77509.0,14770.0,288.0,1493.0,254252.0,167736.0,16218392.0,0.5888469572238507,106987,63.8,52532,8217,0,0,51852,55135,1787561,96.6,98.1,97.8,85176,18783,0.22052,66393,284855.0,94876.0,4913.0,13.0,3104.0,3283.0,3774.0,3.0,9789.0,412.0,23116.0,46369.0,23.0,2246.0,221124.0,221790.0,23006758.0,0.778606659528532,110612,49.9,101465,9713,53114,57498,0,0,1928301,96.1,97.7,97.5,71861,14007,0.194918,57854,373,1741,0.2142446869615163,13.0,61.0,0.2131147540983606,38.0,205.0,0.1853658536585365,2.547126281596695e-06,0,0,118.0,0.000949721120027,110018,126684,136036,0.9312534917227792,284855,0.0023203047366407,3335,0.0002071229221884,0.4447315300767057,1.908063981685092,0,0,0,0,0,0,0
S_10,A1,1,B2,1,1,S_10,A1,1,B2,1,1,299699.0,207283.0,43641.0,14964.0,17070.0,3462.0,187.0,545.0,620.0,192.0,38.0,37.0,3105.0,1117.0,328864.0,140332.0,9172399.0,0.468243137281072,3076,2.2,136368,888,0,0,1597,1479,52176,89.6,96.2,94.2,2308,412,0.17851,1896,299699.0,199093.0,18011.0,4104.0,36214.0,15300.0,422.0,2.0,1022.0,110.0,44.0,46.0,1825.0,2311.0,1123001.0,180599.0,12390252.0,0.6026012766142029,2289,1.3,178024,286,1186,1103,0,0,41738,93.6,96.5,96.0,1478,272,0.184032,1206,70,337,0.2077151335311572,5.0,9.0,0.5555555555555556,6.0,23.0,0.2608695652173913,5.485329456342509e-07,0,0,19.0,0.0061250805931656,2685,3154,3363,0.9378531073446328,299699,0.0024412174940461,692,3.169847079903503e-05,0.0105238923052796,1.6626251976805482,0,0,0,0,0,0,0
S_10,A1,1,C1,0,2,S_10,A1,1,C1,0,2,147420.0,91379.0,28656.0,14365.0,7387.0,617.0,112.0,269.0,150.0,119.0,47.0,38.0,941.0,454.0,39618.0,58586.0,4016998.0,0.3974087640754307,2799,4.8,55604,183,0,0,1414,1385,48217,96.4,97.9,97.7,2283,378,0.165572,1905,147420.0,87720.0,8701.0,1093.0,24567.0,15181.0,192.0,4.0,306.0,61.0,48.0,42.0,650.0,1137.0,293758.0,91964.0,6343949.0,0.6238230904897571,2174,2.4,89621,169,1109,1065,0,0,38564,96.1,97.5,97.0,1470,231,0.157143,1239,2,45,0.0444444444444444,1.0,1.0,1.0,0.0,2.0,0.0,1.0326187628094709e-07,0,0,3.0,0.0009541984732824,2882,3194,3418,0.9344645991808076,147420,0.0012008190984029,777,1.0175010175010176e-05,0.0216659883326549,1.6757607555089191,0,0,0,0,0,0,0
S_10,A1,1,C13,12,2,S_10,A1,1,C13,12,2,212419.0,84384.0,3029.0,902.0,2283.0,1026.0,3093.0,10901.0,3442.0,2803.0,27428.0,17061.0,228.0,1514.0,138477.0,147436.0,14421999.0,0.6940810379485828,96392,65.4,44094,6950,0,0,46988,49404,1596961,96.8,98.1,97.7,77406,16109,0.20811,61297,212419.0,83662.0,2956.0,9.0,2447.0,1934.0,2927.0,3.0,5418.0,260.0,26587.0,15918.0,6.0,1868.0,191578.0,158934.0,16508738.0,0.7482099058935406,79188,49.8,73282,6464,38062,41126,0,0,1340304,96.0,97.6,97.4,51648,9069,0.175592,42579,612,2511,0.2437275985663082,24.0,55.0,0.4363636363636363,61.0,268.0,0.2276119402985074,3.319759469372576e-06,0,0,147.0,0.0014151488312988,96913,113581,122410,0.927873539743485,212419,0.0017302726364378,4136,0.00034601424543,0.5347026395943866,1.852931580149434,0,0,0,0,0,0,0
S_10,A1,1,C14,13,2,S_10,A1,1,C14,13,2,255134.0,99226.0,3305.0,1238.0,2653.0,1136.0,3748.0,16908.0,4075.0,867.0,39150.0,16811.0,289.0,1734.0,215928.0,174764.0,17086870.0,0.6849890645699906,114088,65.3,51348,9328,0,0,55770,58318,1886012,96.4,98.1,97.7,91586,18934,0.206735,72652,255134.0,99871.0,3513.0,6.0,2602.0,2307.0,3446.0,8.0,7034.0,467.0,27000.0,23587.0,12.0,1972.0,226314.0,194942.0,20204106.0,0.764076916443908,101948,52.3,83795,9199,49121,52827,0,0,1703193,96.0,97.7,97.5,66809,12449,0.186337,54360,615,2225,0.2764044943820224,31.0,81.0,0.382716049382716,70.0,224.0,0.3125,3.622587737756772e-06,0,0,130.0,0.0010235253361887,113411,131054,141305,0.9274547963624784,255134,0.0020782104182061,4510,0.0002547680826546,0.5136673277571786,1.8038346661528089,0,0,0,0,0,0,0
S_10,A1,1,C2,1,2,S_10,A1,1,C2,1,2,114467.0,72348.0,25855.0,6004.0,6266.0,584.0,56.0,170.0,100.0,64.0,23.0,24.0,1171.0,293.0,37616.0,49638.0,3441295.0,0.4336446312037531,937,1.9,48576,125,0,0,449,488,16591,96.1,97.0,96.6,736,102,0.138587,634,114467.0,69058.0,7204.0,967.0,23183.0,7131.0,111.0,1.0,147.0,40.0,26.0,21.0,498.0,1188.0,207477.0,74255.0,5053235.0,0.6487022460621839,774,1.0,73399,82,383,391,0,0,13897,93.7,96.6,96.1,485,71,0.146392,414,2,96,0.0208333333333333,3.0,5.0,0.6,0.0,4.0,0.0,1.589207599501101e-07,0,0,5.0,0.0047709923664122,888,1036,1111,0.9324932493249324,114467,0.0009323983159469,348,2.1840355735714223e-05,0.0090506434168799,1.631496062992126,0,0,0,0,0,0,0
S_10,A1,1,D1,0,3,S_10,A1,1,D1,0,3,473110.0,311034.0,94098.0,24678.0,21489.0,3404.0,335.0,1112.0,556.0,480.0,96.0,86.0,4155.0,1396.0,284386.0,212587.0,14707536.0,0.4493394770772125,7877,3.7,203618,1092,0,0,3935,3942,143653,95.0,97.5,96.8,6187,1046,0.169064,5141,473110.0,297928.0,24104.0,4360.0,88035.0,26386.0,590.0,2.0,884.0,140.0,79.0,82.0,2047.0,3990.0,1079319.0,301325.0,20595620.0,0.636902623068631,6249,2.1,294641,435,3154,3095,0,0,116778,94.2,97.1,96.8,3959,662,0.167214,3297,72,195,0.3692307692307692,1.0,4.0,0.25,3.0,8.0,0.375,3.354180094799558e-07,0,0,11.0,0.0013036264517658,7809,8808,9282,0.9489334195216548,473110,0.0038537479558095,1319,1.1625203441060218e-05,0.0186172348925197,1.7129521586931156,0,0,0,0,0,0,0
S_10,A1,1,D13,12,3,S_10,A1,1,D13,12,3,189429.0,72240.0,3264.0,988.0,1800.0,905.0,2961.0,10642.0,2959.0,2840.0,25097.0,15552.0,269.0,1273.0,126832.0,130301.0,12792022.0,0.6878619429971123,87525,67.2,36411,6365,0,0,43230,44295,1474708,97.0,98.1,97.8,70683,15779,0.223236,54904,189429.0,71403.0,2582.0,17.0,2079.0,1678.0,2725.0,4.0,4861.0,275.0,24919.0,16295.0,8.0,1615.0,158434.0,140332.0,14546306.0,0.7408158201753692,73842,52.6,60087,6403,36060,37782,0,0,1270014,96.3,97.7,97.4,47962,9494,0.197948,38468,471,2149,0.2191717077710563,19.0,40.0,0.475,42.0,205.0,0.2048780487804878,2.834575121598622e-06,0,0,128.0,0.0013708606434477,87200,99686,107027,0.9314098311640988,189429,0.0015430061117309,3361,0.0003378574558277,0.5262446615882468,1.815608778799745,0,0,0,0,0,0,0
S_10,A1,1,D14,13,3,S_10,A1,1,D14,13,3,326930.0,131323.0,4925.0,1689.0,3391.0,1632.0,5394.0,17078.0,5409.0,3325.0,38410.0,22905.0,430.0,2353.0,236778.0,231485.0,22743263.0,0.7080567705625057,157442,68.0,62319,11724,0,0,78502,78940,2568730,96.8,98.2,97.8,126516,30081,0.237764,96435,326930.0,131865.0,5460.0,7.0,3153.0,2849.0,4371.0,4.0,8615.0,482.0,37322.0,22965.0,14.0,2761.0,283117.0,247694.0,25755252.0,0.7576361912335974,134009,54.1,102477,11208,66443,67566,0,0,2238473,96.3,97.7,97.5,87439,18265,0.208888,69174,903,3442,0.2623474723997676,23.0,86.0,0.2674418604651162,106.0,440.0,0.2409090909090909,4.807536076923952e-06,0,0,203.0,0.0012257787922153,151708,178482,193155,0.9240351013434808,326930,0.0026630293572167,5128,0.0003104640137032,0.5459333802343009,1.8507818656933093,0,0,0,0,0,0,0
S_10,A1,1,D2,1,3,S_10,A1,1,D2,1,3,175392.0,113154.0,26109.0,13929.0,16101.0,559.0,122.0,283.0,162.0,129.0,43.0,44.0,932.0,868.0,27836.0,70459.0,4806791.0,0.40172299762817,3156,4.5,67090,213,0,0,1563,1593,56574,96.9,98.0,97.6,2588,464,0.179289,2124,175392.0,108057.0,17669.0,1042.0,22345.0,15545.0,207.0,1.0,261.0,67.0,44.0,32.0,1098.0,1211.0,278119.0,102178.0,6952833.0,0.582569330414158,2540,2.5,99446,192,1276,1264,0,0,46192,94.6,97.1,97.0,1668,298,0.178657,1370,35,208,0.1682692307692307,8.0,11.0,0.7272727272727273,2.0,12.0,0.1666666666666666,4.2073721931492274e-07,0,0,10.0,0.0028620492272467,3052,3510,3767,0.9317759490310592,175392,0.0014286668247666,776,2.8507571611019887e-05,0.0200123152709359,1.651764705882353,0,0,0,0,0,0,0
S_10,A1,1,E1,0,4,S_10,A1,1,E1,0,4,164757.0,104657.0,29131.0,10911.0,9439.0,904.0,239.0,764.0,340.0,165.0,53.0,45.0,1476.0,604.0,71399.0,82175.0,5953203.0,0.4987648476240767,6975,8.5,74770,430,0,0,3468,3507,134928,96.9,98.1,97.6,5662,1115,0.196927,4547,164757.0,99887.0,10828.0,1336.0,25288.0,12472.0,371.0,1.0,438.0,70.0,54.0,57.0,774.0,1498.0,339406.0,114116.0,8178908.0,0.6926321795128584,5319,4.7,108483,314,2645,2674,0,0,104033,96.5,97.6,97.5,3370,568,0.168546,2802,17,39,0.4358974358974359,0.0,1.0,0.0,1.0,3.0,0.3333333333333333,7.470008071387664e-08,0,0,2.0,0.0002721458701864,6829,7811,8094,0.9650358290091424,164757,0.0013420387477654,1227,6.069544844832086e-06,0.0474092147829834,1.717458223394899,0,0,0,0,0,0,0
S_10,A1,1,E13,12,4,S_10,A1,1,E13,12,4,139793.0,52005.0,1652.0,573.0,1159.0,454.0,1705.0,14510.0,1619.0,1143.0,29795.0,7207.0,138.0,726.0,171696.0,88398.0,8489134.0,0.6323492592619087,54012,61.1,29363,5023,0,0,25624,28388,862340,96.5,98.0,97.7,42552,7811,0.183564,34741,139793.0,52964.0,2313.0,3.0,1389.0,1597.0,1698.0,4.0,4771.0,212.0,11510.0,18346.0,8.0,1073.0,133726.0,108090.0,11079220.0,0.7732146817079539,53112,49.1,49251,5727,24868,28244,0,0,879349,95.8,97.6,97.4,34666,5864,0.169157,28802,229,924,0.2478354978354978,7.0,40.0,0.175,18.0,77.0,0.2337662337662337,1.5372104844943826e-06,0,0,61.0,0.0009599798561603,52438,62607,68506,0.913890754094532,139793,0.0011386928790059,3571,0.0002181797371828,0.4478550428133025,1.8020551493869088,0,0,0,0,0,0,0
S_10,A1,1,E14,13,4,S_10,A1,1,E14,13,4,138019.0,54720.0,2007.0,695.0,1503.0,685.0,2106.0,7956.0,2173.0,1644.0,16453.0,9294.0,184.0,1018.0,96888.0,99658.0,9759327.0,0.7220600062310262,67797,68.0,26362,5499,0,0,33450,34347,1086069,96.4,98.1,97.8,54045,10032,0.185623,44013,138019.0,54758.0,1997.0,6.0,1375.0,1265.0,1891.0,4.0,3664.0,238.0,14710.0,9697.0,8.0,1019.0,120185.0,107701.0,11230931.0,0.780334591614198,56786,52.7,45937,4978,27767,29019,0,0,946529,95.7,97.8,97.5,36717,6321,0.172155,30396,275,1195,0.2301255230125523,12.0,49.0,0.2448979591836734,12.0,111.0,0.1081081081081081,1.867502017846916e-06,0,0,73.0,0.0009810641185878,64759,76112,83789,0.9083769945935624,138019,0.0011242426478258,3857,0.0002644563429672,0.5514603061897275,1.7292679601944836,0,0,0,0,0,0,0
S_10,A1,1,E2,1,4,S_10,A1,1,E2,1,4,287961.0,185908.0,47103.0,25700.0,16827.0,1069.0,244.0,713.0,354.0,308.0,129.0,63.0,1701.0,1096.0,71170.0,130415.0,9578935.0,0.4528911901264407,8150,6.2,121682,583,0,0,4068,4082,150285,96.5,98.0,97.6,6620,1146,0.173112,5474,287961.0,177333.0,20376.0,1959.0,39270.0,28231.0,479.0,4.0,572.0,116.0,77.0,87.0,1359.0,1929.0,599232.0,187855.0,13514703.0,0.6523626463305795,6265,3.3,181164,426,3140,3125,0,0,114957,95.7,97.3,97.3,3859,618,0.160145,3241,7,89,0.0786516853932584,2.0,2.0,1.0,1.0,4.0,0.25,1.6551194354251098e-07,0,0,5.0,0.0005737234652897,8237,9406,9920,0.9481854838709678,287961,0.0023456048595524,1415,8.681731206656457e-06,0.0326641454919242,1.7179908675799087,0,0,0,0,0,0,0
S_10,A1,1,F1,0,5,S_10,A1,1,F1,0,5,158863.0,97005.0,31833.0,7179.0,13341.0,1177.0,223.0,858.0,249.0,113.0,83.0,18.0,1173.0,668.0,51181.0,71190.0,4996905.0,0.448121966726047,6087,8.6,64697,406,0,0,3098,2989,114723,97.2,98.0,97.7,4858,854,0.175793,4004,158863.0,92545.0,15506.0,2421.0,25688.0,9491.0,242.0,1.0,601.0,49.0,45.0,72.0,853.0,1280.0,302890.0,96968.0,6866422.0,0.6103875666454744,4787,4.9,91854,327,2455,2332,0,0,89793,96.3,97.4,97.3,2949,450,0.152594,2499,16,106,0.1509433962264151,6.0,6.0,1.0,0.0,5.0,0.0,2.277620108040748e-07,0,0,6.0,0.000922651084115,6160,6947,7298,0.9519046314058646,158863,0.0012940287914095,1110,1.8884195816521154e-05,0.0437295027791241,1.73458177278402,0,0,0,0,0,0,0
S_10,A1,1,F13,12,5,S_10,A1,1,F13,12,5,332496.0,130574.0,4427.0,1546.0,3267.0,1630.0,5045.0,21778.0,5159.0,3918.0,45285.0,21994.0,375.0,2377.0,221707.0,229577.0,22644038.0,0.6904654492084116,157354,68.5,60973,11250,0,0,76437,80917,2654898,96.6,98.1,97.8,125794,27790,0.220917,98004,332496.0,131185.0,5067.0,10.0,3338.0,2929.0,4552.0,3.0,9335.0,441.0,35587.0,26435.0,11.0,2951.0,261870.0,251595.0,26339440.0,0.7566857947163275,133606,53.1,107205,10784,64192,69414,0,0,2303975,96.1,97.7,97.5,85913,16450,0.191473,69463,650,2906,0.2236751548520303,28.0,69.0,0.4057971014492754,44.0,278.0,0.158273381294964,4.349814994118335e-06,0,0,200.0,0.0011942651388034,153115,180028,193087,0.932367274855376,332496,0.0027083675684615,4696,0.0003007554978104,0.5414441075982869,1.8369266874139076,0,0,0,0,0,0,0
S_10,A1,1,F14,13,5,S_10,A1,1,F14,13,5,205009.0,74757.0,2326.0,895.0,1731.0,736.0,3035.0,10913.0,2689.0,1787.0,49194.0,10897.0,198.0,1177.0,173103.0,125173.0,12117878.0,0.6105731943475652,81945,65.5,36585,6643,0,0,39142,42803,1307078,96.4,97.9,97.5,64144,13707,0.213691,50437,205009.0,75664.0,2970.0,3.0,1793.0,1707.0,2617.0,0.0,6600.0,327.0,17063.0,29943.0,4.0,2062.0,161301.0,159485.0,16297476.0,0.7779414562287509,88291,55.4,62988,8206,41224,47067,0,0,1450554,96.0,97.5,97.3,57010,11276,0.19779,45734,434,1673,0.2594142259414226,9.0,56.0,0.1607142857142857,29.0,109.0,0.2660550458715596,2.4874394523988425e-06,0,0,105.0,0.0010918052219484,80775,92589,101082,0.9159791060722976,205009,0.0016699140045075,3982,0.0002560863181616,0.4516338307098713,1.835699274356636,0,0,0,0,0,0,0
S_10,A1,1,F2,1,5,S_10,A1,1,F2,1,5,243503.0,166658.0,39058.0,9187.0,16764.0,1110.0,258.0,780.0,317.0,244.0,80.0,50.0,1832.0,802.0,77849.0,95354.0,6434502.0,0.3915927113834326,7829,8.2,86955,570,0,0,4075,3754,144680,96.7,97.9,97.8,6257,1076,0.171967,5181,243503.0,161226.0,18856.0,1877.0,33864.0,11010.0,328.0,3.0,561.0,87.0,49.0,66.0,999.0,2142.0,365116.0,135350.0,9132331.0,0.5558453078606834,6196,4.6,128721,433,3269,2927,0,0,114573,96.1,97.6,97.4,3830,623,0.162663,3207,17,148,0.1148648648648648,0.0,4.0,0.0,0.0,7.0,0.0,2.21170827211674e-07,0,0,9.0,0.0010729613733905,7734,8869,9388,0.9447166595654026,243503,0.0019834693590993,1217,1.848026513020373e-05,0.0364225492088393,1.7115013508297954,0,0,0,0,0,0,0
S_10,A1,1,G1,0,6,S_10,A1,1,G1,0,6,252826.0,155228.0,52314.0,18736.0,16020.0,1106.0,205.0,493.0,258.0,240.0,56.0,54.0,1790.0,1091.0,50895.0,112437.0,8233044.0,0.4447208752264403,6154,5.5,105886,397,0,0,3074,3080,113408,96.3,97.9,97.7,5085,929,0.182694,4156,252826.0,148411.0,19124.0,2455.0,43379.0,21063.0,384.0,3.0,456.0,98.0,52.0,48.0,1361.0,2091.0,548710.0,165780.0,11828845.0,0.655707878145444,4867,2.9,160576,337,2470,2397,0,0,90220,95.9,97.5,97.3,3055,534,0.174795,2521,32,178,0.1797752808988764,1.0,2.0,0.5,2.0,9.0,0.2222222222222222,2.790267720783039e-07,0,0,11.0,0.0016474464579901,6040,6881,7262,0.9475351142935832,252826,0.0020594104556561,1138,2.175409174689312e-05,0.0272163464200675,1.6552802501804185,0,0,0,0,0,0,0
S_10,A1,1,G13,12,6,S_10,A1,1,G13,12,6,299491.0,103642.0,3949.0,1155.0,2855.0,1268.0,4085.0,25245.0,4217.0,2299.0,62867.0,15824.0,339.0,1853.0,240861.0,196385.0,19386553.0,0.65572922057758,132143,67.3,54982,9260,0,0,63979,68164,2213102,96.9,98.1,97.8,106229,23694,0.223046,82535,299491.0,104981.0,4374.0,14.0,3121.0,3660.0,4278.0,5.0,9892.0,456.0,26623.0,35791.0,11.0,3288.0,222504.0,235826.0,24795423.0,0.7874226604472254,123646,52.4,102108,10072,59078,64568,0,0,2152283,96.3,97.7,97.5,80705,16524,0.204746,64181,541,2124,0.2547080979284369,13.0,33.0,0.3939393939393939,59.0,197.0,0.299492385786802,3.0707592003263204e-06,0,0,114.0,0.0007770113689031,130078,153203,164169,0.933202979856124,299491,0.0024395232166586,4432,0.000190322914545,0.5115445873164803,1.8561960841329843,0,0,0,0,0,0,0
S_10,A1,1,G14,13,6,S_10,A1,1,G14,13,6,167641.0,64188.0,2359.0,837.0,1789.0,755.0,2813.0,13639.0,2460.0,2230.0,21947.0,10584.0,222.0,1204.0,160684.0,121552.0,11933628.0,0.7250732219445124,80169,66.0,33910,7473,0,0,37669,42500,1289787,96.9,98.1,97.8,63686,14121,0.221728,49565,167641.0,64815.0,3056.0,7.0,1645.0,1485.0,2264.0,5.0,5171.0,267.0,16974.0,15125.0,7.0,1484.0,145521.0,131900.0,13746272.0,0.7868003650658252,71701,54.4,53192,7007,33100,38601,0,0,1186613,96.2,97.7,97.5,46795,9569,0.204488,37226,377,1487,0.2535305985205111,13.0,34.0,0.3823529411764705,29.0,156.0,0.1858974358974359,2.3768540387930058e-06,0,0,89.0,0.0010254519477826,74595,89924,99055,0.90781888849629,167641,0.0013655305553885,3900,0.0002654481898819,0.5364081579088648,1.8142274946535928,0,0,0,0,0,0,0
S_10,A1,1,G2,1,6,S_10,A1,1,G2,1,6,142960.0,94235.0,25141.0,9118.0,7850.0,763.0,163.0,408.0,187.0,72.0,32.0,24.0,1020.0,482.0,51259.0,63476.0,4473097.0,0.4440123111359821,3704,5.8,59481,291,0,0,1848,1856,65561,96.1,97.9,97.6,3034,509,0.167765,2525,142960.0,90620.0,9418.0,1311.0,21140.0,10104.0,180.0,2.0,367.0,73.0,32.0,37.0,693.0,1029.0,282042.0,91371.0,6334484.0,0.6391368214885282,3090,3.4,88048,233,1537,1553,0,0,55994,95.1,97.7,97.0,1916,291,0.151879,1625,30,166,0.180722891566265,3.0,14.0,0.2142857142857142,4.0,10.0,0.4,3.434739005373347e-07,0,0,9.0,0.0021686746987951,3564,4125,4370,0.9439359267734554,142960,0.0011644898813437,875,3.147733631785115e-05,0.0288542249580302,1.6330166270783848,0,0,0,0,0,0,0
