,Plate,PCRIndex,MultiplexGroup,RandomIndex,Col384,Row384,Plate.1,PCRIndex.1,MultiplexGroup.1,RandomIndex.1,Col384.1,Row384.1,R1InputReads,R1WithR1Adapter,R1WithTSO,R1WithN6,R1WithTSO_rc,R1WithN6_rc,R1With3PpolyT,R1With5PpolyT,R1With3PpolyA,R1With5PpolyA,R1WithpolyTLong,R1WithpolyALong,R1WithISPCR_F,R1WithISPCR_R,R1QualTrimBP,R1TrimmedReads,R1TrimmedReadsBP,R1TrimmedReadsRate,R1UniqueMappedReads,R1MappingRate,R1UnmappedReads,R1UnuniqueMappedReads,R1OT,R1OB,R1CTOT,R1CTOB,R1TotalC,R1TotalmCGRate,R1TotalmCHGRate,R1TotalmCHHRate,R1MAPQFilteredReads,R1DuplicatedReads,R1DuplicationRate,R1FinalBismarkReads,R2InputReads,R2WithR1Adapter,R2WithTSO,R2WithN6,R2WithTSO_rc,R2WithN6_rc,R2With3PpolyT,R2With5PpolyT,R2With3PpolyA,R2With5PpolyA,R2WithpolyTLong,R2WithpolyALong,R2WithISPCR_F,R2WithISPCR_R,R2QualTrimBP,R2TrimmedReads,R2TrimmedReadsBP,R2TrimmedReadsRate,R2UniqueMappedReads,R2MappingRate,R2UnmappedReads,R2UnuniqueMappedReads,R2OT,R2OB,R2CTOT,R2CTOB,R2TotalC,R2TotalmCGRate,R2TotalmCHGRate,R2TotalmCHHRate,R2MAPQFilteredReads,R2DuplicatedReads,R2DuplicationRate,R2FinalBismarkReads,mCHmC,mCHCov,mCHFrac,mCGmC,mCGCov,mCGFrac,mCCCmC,mCCCCov,mCCCFrac,GenomeCov,LambdaCYFrac,LambdaCYCov,FinalDNAReads,SelectedDNAReadsRatio,FinalCountedReads,FinalRNAReads,RNAUniqueMappedReads,SelectedRNAReadsRatio,CellInputReadPairs,CellBarcodeRatio,GenesDetected,DNAReadsYield,RNAReadsYield,RNA/(DNA+RNA),Safe_g1,Safe_g2,Dnmt3a_g1,Foxg1_g1,Total_grna,Dnmt3a_total,Foxg1_total,Safe_total,assign_ident
0,R,A1,3,A17,16,0,R,A1,3,A17,16,0,183422.0,22962.0,1615.0,225.0,4233.0,586.0,5278.0,6008.0,18428.0,10015.0,5851.0,7969.0,28.0,4267.0,86779.0,165860.0,19053989.0,0.9042535791780704,102195,61.6,52845,10820,0,0,51411,50784,2359802,74.4,19.5,20.3,90555,31391,0.346651,59164,183422.0,26061.0,3044.0,61.0,1194.0,3383.0,19191.0,5.0,5186.0,456.0,10897.0,3511.0,6.0,767.0,166063.0,166120.0,20314552.0,0.9056710754435128,94853,57.1,62176,9091,47577,47276,0,0,2353831,73.9,19.7,20.0,77023,27497,0.356997,49526,9906,1991782,0.004973435847899,57312.0,84399.0,0.6790601784381332,489.0,130185.0,0.0037561931098052,0.0033221414498874,0.0,0.0,82420,0.7583034317784525,22547,26213,27439,0.9553190713947302,183422,0.0031823052571258,2350,0.2246731580726412,0.1429108831001733,0.4430490999746472,,,,,,,,,
1,R,A1,3,A18,17,0,R,A1,3,A18,17,0,212437.0,29882.0,1339.0,428.0,4379.0,612.0,5471.0,7730.0,20419.0,11046.0,17694.0,10682.0,23.0,4593.0,121443.0,176732.0,20099440.0,0.8319266417808574,108674,61.5,55120,12938,0,0,54255,54419,2533329,78.3,14.2,15.0,95880,33259,0.346882,62621,212437.0,34112.0,3359.0,344.0,1221.0,3757.0,21641.0,2.0,5907.0,496.0,13333.0,9420.0,13.0,1033.0,224549.0,184810.0,22245828.0,0.8699520328379707,106272,57.5,67352,11186,52783,53489,0,0,2641147,78.2,18.1,18.4,85995,30463,0.354242,55532,18409,2289132,0.0080419128298411,70865.0,95884.0,0.7390701264027366,594.0,148626.0,0.0039966089378708,0.0038226557921667,0.0,0.0,95439,0.807757737848383,17640,20545,22027,0.932718935851455,212437,0.0036857049967182,2290,0.2246289488177671,0.096711024915622,0.3280795886429689,,,,,,,,,
2,R,A1,3,A5,4,0,R,A1,3,A5,4,0,191253.0,56266.0,12605.0,10924.0,5065.0,687.0,3426.0,5184.0,14284.0,5976.0,213.0,2832.0,938.0,3513.0,84543.0,151502.0,16058884.0,0.7921548943023116,60638,40.0,82028,8836,0,0,30465,30173,1478926,81.1,4.5,5.2,54373,19476,0.358192,34897,191253.0,58414.0,3875.0,1119.0,10274.0,13812.0,14894.0,1.0,3673.0,354.0,3036.0,211.0,250.0,1277.0,282383.0,169588.0,18147671.0,0.886720731178073,57771,34.1,104373,7444,29070,28701,0,0,1499732,80.3,4.3,4.9,47948,17783,0.370881,30165,43661,1538304,0.0283825563737726,53830.0,67257.0,0.800362787516541,640.0,101385.0,0.0063125708931301,0.0025714979152833,0.0,0.0,63198,0.9713504042298116,1665,1949,2604,0.7484639016897081,191253,0.0033181702704206,447,0.165220937710781,0.0101906898192446,0.0558484726918448,,,,,,,,,
3,R,A1,3,A6,5,0,R,A1,3,A6,5,0,192878.0,41326.0,7911.0,2790.0,4540.0,531.0,4662.0,6811.0,19256.0,9020.0,401.0,3803.0,506.0,4151.0,88048.0,170723.0,18907825.0,0.8851346446976845,91194,53.4,68241,11288,0,0,45774,45420,2190541,80.8,8.3,9.1,80717,28382,0.351624,52335,192878.0,44122.0,3610.0,450.0,7250.0,6408.0,20178.0,1.0,4805.0,378.0,3716.0,446.0,86.0,1011.0,188493.0,177613.0,20536223.0,0.9208567073486869,85689,48.2,82699,9225,42923,42766,0,0,2198622,80.1,8.0,8.5,70086,25800,0.368119,44286,56504,2160865,0.0261487876382837,71688.0,90715.0,0.7902551948409855,896.0,142077.0,0.0063064394659234,0.0036230597397373,0.0,0.0,89218,0.9233810455284048,6845,7883,8954,0.8803886531159258,192878,0.0033463634317798,1289,0.231280913323448,0.0408703947573077,0.1506228981962702,,,,,,,,,
4,R,A1,3,B17,16,1,R,A1,3,B17,16,1,185467.0,18891.0,1257.0,158.0,4376.0,459.0,4938.0,9806.0,20142.0,9214.0,8703.0,8722.0,24.0,4287.0,111221.0,166321.0,19166091.0,0.8967686973963023,105536,63.5,49058,11727,0,0,52609,52927,2475368,76.4,15.0,15.6,93144,33121,0.355589,60023,185467.0,22195.0,4053.0,35.0,1005.0,3700.0,20491.0,1.0,5421.0,445.0,11020.0,5932.0,5.0,605.0,176203.0,168160.0,20651555.0,0.9066842079723078,98415,58.5,59544,10201,49089,49326,0,0,2459419,75.8,16.5,16.7,79877,29135,0.364748,50742,17950,2161321,0.0083051059976745,65859.0,91705.0,0.7181614961016303,551.0,141845.0,0.0038845218372166,0.0036372597124334,0.0,0.0,89473,0.8077732135602401,18193,20777,22122,0.9392007955881024,185467,0.003217785266344,2337,0.2412100265815482,0.1120253198682245,0.34614487538318,,,,,,,,,
5,R,A1,3,B18,17,1,R,A1,3,B18,17,1,217530.0,25918.0,1728.0,204.0,5006.0,691.0,6046.0,10172.0,20977.0,13001.0,11976.0,10081.0,24.0,4551.0,104538.0,190734.0,21946536.0,0.8768169907598952,120073,63.0,58349,12312,0,0,60601,59472,2775493,82.2,22.1,23.0,105909,36550,0.345108,69359,217530.0,29624.0,3621.0,42.0,1346.0,4065.0,22063.0,0.0,6247.0,537.0,13965.0,6583.0,8.0,970.0,182611.0,194176.0,23769995.0,0.892640095618995,113118,58.3,70480,10578,56768,56350,0,0,2805879,81.9,23.5,24.3,91422,32444,0.354882,58978,72825,2306815,0.031569501672219,77076.0,98257.0,0.7844326612862188,1032.0,152197.0,0.006780685558848,0.0038453389843231,0.0,0.0,95253,0.7422099628322307,27094,31745,33415,0.9500224450097262,217530,0.0037740667018274,2954,0.2189422148669149,0.145933894175516,0.4576845444059977,,,,,,,,,
6,R,A1,3,B5,4,1,R,A1,3,B5,4,1,395694.0,39041.0,5196.0,3744.0,9520.0,956.0,13273.0,20046.0,50536.0,15520.0,689.0,9654.0,349.0,10457.0,199159.0,376019.0,43500594.0,0.950277234428624,244038,64.9,96054,35927,0,0,121938,122100,5894806,78.6,4.7,4.7,216072,77885,0.360459,138187,395694.0,47786.0,7540.0,472.0,4067.0,12106.0,52245.0,3.0,12712.0,1027.0,9689.0,640.0,108.0,1170.0,395732.0,381551.0,46705734.0,0.964257734512022,228447,59.9,122659,30445,114612,113835,0,0,5903039,78.3,4.8,4.9,187889,69520,0.370006,118369,139356,5975484,0.023321290794185,191615.0,249622.0,0.7676206424113259,3591.0,388251.0,0.0092491712835253,0.0100656341127415,0.0,0.0,248117,0.9671065966104866,4014,6715,9290,0.7228202368137783,395694,0.0068651475636137,1466,0.3135213068684387,0.0169701840310947,0.0485932208295944,,,,,,,,,
7,R,A1,3,B6,5,1,R,A1,3,B6,5,1,198785.0,45229.0,7630.0,5547.0,5831.0,540.0,4702.0,6156.0,19237.0,3998.0,222.0,3284.0,595.0,4448.0,88133.0,169405.0,18744186.0,0.8522021279271574,83330,49.2,74934,11141,0,0,41557,41773,2023327,77.2,5.4,6.0,74637,27035,0.36222,47602,198785.0,47671.0,3969.0,580.0,6303.0,9065.0,19758.0,1.0,4382.0,474.0,3365.0,207.0,135.0,947.0,232252.0,179782.0,20604967.0,0.9044042558543148,77885,43.3,92377,9520,38935,38950,0,0,2009398,76.9,5.3,5.8,64519,24302,0.376664,40217,54609,2035458,0.0268288512953841,65914.0,87094.0,0.7568144763129492,834.0,133206.0,0.0062609792351695,0.0034240166143759,0.0,0.0,84027,0.9568202780719436,3341,3794,4725,0.802962962962963,198785,0.0034488477420253,918,0.2113514601202304,0.0190859471288075,0.0797008591895468,,,,,,,,,
8,R,A1,3,C17,16,2,R,A1,3,C17,16,2,154245.0,19865.0,1209.0,84.0,3601.0,533.0,4163.0,7925.0,15206.0,6058.0,6972.0,5386.0,10.0,3595.0,79969.0,140428.0,16113882.0,0.9104217316606698,77008,54.8,54822,8598,0,0,38485,38523,1790042,82.0,16.5,16.9,67713,24256,0.358218,43457,154245.0,22579.0,2882.0,27.0,908.0,2647.0,15682.0,2.0,4601.0,421.0,7149.0,3996.0,7.0,691.0,138249.0,142715.0,17455309.0,0.9252487925054296,72816,51.0,62466,7433,36042,36774,0,0,1816155,81.2,18.5,19.0,58899,21564,0.366118,37335,36706,1557873,0.0235616125319586,52043.0,66020.0,0.7882914268403514,653.0,101579.0,0.0064284940785004,0.0026325143326825,0.0,0.0,64410,0.7972323992474503,13380,15576,16785,0.9279714030384272,154245,0.0026760948762164,1975,0.2087912087912088,0.1009822036370708,0.3584150213999724,,,,,,,,,
9,R,A1,3,C18,17,2,R,A1,3,C18,17,2,138011.0,19529.0,1139.0,115.0,3239.0,476.0,3936.0,4312.0,13878.0,6700.0,4008.0,5417.0,13.0,3028.0,81372.0,124394.0,14227411.0,0.9013339516415358,80238,64.5,34916,9240,0,0,40278,39960,1848732,81.3,21.7,23.0,70363,24255,0.344712,46108,138011.0,22346.0,2213.0,24.0,783.0,2479.0,14189.0,1.0,4188.0,354.0,7926.0,2366.0,3.0,554.0,121626.0,123956.0,15047486.0,0.8981602915709618,73293,59.1,42691,7972,36499,36794,0,0,1807858,81.1,22.0,23.1,58530,20649,0.352793,37881,37840,1508286,0.0250880801121272,50325.0,64969.0,0.7746001939386477,571.0,98219.0,0.0058135391319398,0.0025233848382968,0.0,0.0,62486,0.7439783781209444,18743,21812,22980,0.9491731940818102,138011,0.0023944408568285,2505,0.2263805059017035,0.1580453731948902,0.4730529831486261,,,,,,,,,
10,R,A1,3,C5,4,2,R,A1,3,C5,4,2,214200.0,38451.0,5831.0,6014.0,5267.0,638.0,5334.0,8065.0,22951.0,9487.0,366.0,4335.0,367.0,4946.0,96675.0,190136.0,21443071.0,0.88765639589169,108577,57.1,67069,14490,0,0,54766,53811,2589343,80.4,5.1,5.6,96463,33171,0.343873,63292,214200.0,43169.0,4012.0,560.0,4520.0,10351.0,23268.0,0.0,5600.0,500.0,4546.0,377.0,134.0,833.0,223978.0,197995.0,23259107.0,0.9243464052287582,104220,52.6,81585,12190,52614,51606,0,0,2660618,79.7,4.6,5.1,86261,30990,0.359259,55271,59305,2728057,0.0217389152792628,90218.0,113817.0,0.7926583902229016,1041.0,174442.0,0.0059675995459808,0.0045536099966729,0.0,0.0,114112,0.9624587771901858,4018,4722,6028,0.7833443928334439,214200,0.0037162924080882,978,0.2663678804855275,0.0220448179271708,0.0746054066010459,,,,,,,,,
11,R,A1,3,C6,5,2,R,A1,3,C6,5,2,172566.0,35536.0,6219.0,6746.0,4655.0,497.0,4851.0,6178.0,16497.0,3341.0,242.0,3259.0,484.0,3992.0,81309.0,149750.0,16602157.0,0.8677839203551105,79607,53.2,59931,10212,0,0,40046,39561,1915168,79.7,5.8,6.4,70614,25689,0.363795,44925,172566.0,38037.0,3683.0,540.0,4853.0,9652.0,17562.0,4.0,4717.0,338.0,3131.0,213.0,155.0,773.0,223638.0,160007.0,18312519.0,0.927222048375694,74314,46.4,77348,8345,37552,36762,0,0,1905775,79.2,5.5,6.0,60781,22936,0.377355,37845,45206,1902291,0.0237639772253561,63111.0,80721.0,0.7818411565763556,712.0,123644.0,0.005758467859338,0.0032157385084479,0.0,0.0,78733,0.951226289718497,3770,4287,5195,0.8252165543792108,172566,0.0029939575896085,877,0.2281243118574922,0.0248426688919022,0.0954235854516315,,,,,,,,,
12,R,A1,3,D17,16,3,R,A1,3,D17,16,3,163801.0,14252.0,801.0,101.0,3980.0,457.0,4709.0,6903.0,18490.0,6693.0,5443.0,11322.0,2.0,4243.0,83708.0,145424.0,16916503.0,0.8878089877351176,91987,63.3,41092,12345,0,0,45990,45997,2188962,80.7,10.2,10.8,81404,29041,0.356752,52363,163801.0,17603.0,2761.0,9.0,632.0,3061.0,19097.0,6.0,4789.0,389.0,12863.0,3604.0,0.0,474.0,147031.0,146374.0,18137364.0,0.893608708127545,87037,59.5,48908,10429,43597,43440,0,0,2217123,80.4,11.1,11.4,70870,26062,0.367744,44808,42062,2080778,0.0202145543638004,70310.0,89312.0,0.7872402364743819,757.0,136937.0,0.0055280895594324,0.0034835771125549,0.0,0.0,85690,0.8818474647785862,9784,11337,12556,0.9029149410640332,163801,0.0028418880146464,1616,0.2615673896984756,0.0692120316725783,0.2165037048353831,,,,,,,,,
13,R,A1,3,D18,17,3,R,A1,3,D18,17,3,194920.0,28735.0,1071.0,151.0,4041.0,464.0,5123.0,6294.0,19359.0,8882.0,10444.0,13245.0,11.0,4241.0,106271.0,162594.0,18588651.0,0.8341576031192284,99746,61.3,49141,13707,0,0,49517,50229,2327118,79.0,12.7,13.2,87218,29655,0.34001,57563,194920.0,32536.0,2833.0,49.0,854.0,3492.0,20421.0,2.0,4982.0,436.0,15145.0,5957.0,5.0,572.0,167830.0,166562.0,20185000.0,0.8545146726862303,97266,58.4,57350,11946,47955,49311,0,0,2429475,79.1,14.7,15.1,78338,27614,0.352498,50724,37908,2188372,0.017322466198617,69303.0,91281.0,0.7592270023334539,824.0,141378.0,0.0058283467017499,0.003640529671849,0.0,0.0,91439,0.8444134568323067,13425,15507,16803,0.9228709159078736,194920,0.0033817913920847,2030,0.2345552021342089,0.0795557151651959,0.2693871169480925,,,,,,,,,
14,R,A1,3,D5,4,3,R,A1,3,D5,4,3,137273.0,48123.0,6779.0,10574.0,2784.0,299.0,2388.0,3488.0,9184.0,3176.0,119.0,1844.0,649.0,2104.0,48464.0,102453.0,10701954.0,0.746344874811507,42090,41.1,54496,5867,0,0,20948,21142,1001567,81.3,8.7,9.1,37154,12525,0.33711,24629,137273.0,48105.0,2286.0,411.0,6025.0,13000.0,9620.0,0.0,2479.0,201.0,1954.0,107.0,123.0,950.0,168675.0,118600.0,12368489.0,0.8639717934335229,39770,33.5,73575,5255,19958,19812,0,0,1016445,79.4,7.0,7.3,32443,11388,0.351016,21055,22300,1015276,0.0219644707449008,33962.0,42828.0,0.7929858970766788,530.0,66303.0,0.0079936051159072,0.0016857179067222,0.0,0.0,42150,0.9226425006566852,3382,3891,4405,0.8833144154370034,137273,0.0023816368241619,856,0.1535261850473144,0.0283449767980593,0.1579780755176613,,,,,,,,,
15,R,A1,3,D6,5,3,R,A1,3,D6,5,3,236529.0,65119.0,7603.0,7454.0,5019.0,785.0,5574.0,9475.0,19681.0,9834.0,591.0,3797.0,590.0,4504.0,104707.0,202970.0,22115172.0,0.8581188776006324,86376,42.6,104529,12065,0,0,43382,42994,2080374,78.5,3.8,4.1,76393,26923,0.352428,49470,236529.0,66903.0,3841.0,660.0,6126.0,11569.0,20460.0,0.0,5794.0,431.0,4037.0,641.0,173.0,1350.0,273325.0,215528.0,24342809.0,0.9112117330221664,82012,38.1,123236,10280,41115,40897,0,0,2116858,77.4,3.6,3.8,67057,24544,0.366017,42513,35760,2157674,0.0165734026548959,69820.0,91286.0,0.7648489363100585,749.0,141269.0,0.0053019416857201,0.0036218151045689,0.0,0.0,89317,0.9710163834621616,2488,2871,3839,0.7478510028653295,236529,0.0041036924696204,786,0.1888077149102224,0.0121380464974696,0.0580339997170059,,,,,,,,,
16,R,A1,3,E17,16,4,R,A1,3,E17,16,4,193125.0,19371.0,1449.0,164.0,4581.0,667.0,5583.0,9571.0,20225.0,7166.0,8089.0,8707.0,14.0,4587.0,91292.0,175134.0,20263553.0,0.906842718446602,115127,65.7,47570,12437,0,0,57375,57752,2645232,81.4,20.8,20.8,101030,34563,0.342106,66467,193125.0,23329.0,3409.0,13.0,1036.0,3745.0,20403.0,2.0,5871.0,425.0,11591.0,4926.0,0.0,752.0,147247.0,176171.0,21744274.0,0.912212297734628,108560,61.6,57294,10317,54096,54464,0,0,2699776,81.0,21.2,21.3,86901,30820,0.354656,56081,41911,2261115,0.0185355455162607,74051.0,95633.0,0.7743247623728211,776.0,148241.0,0.0052347191397791,0.0037850201338541,0.0,0.0,93365,0.7618647387146261,25606,29749,31379,0.9480544313075624,193125,0.0033506487923064,2902,0.2417216828478964,0.1540401294498382,0.4475687548895709,,,,,,,,,
17,R,A1,3,E18,17,4,R,A1,3,E18,17,4,157618.0,20310.0,1071.0,130.0,3565.0,577.0,4053.0,5092.0,15912.0,6188.0,5178.0,8117.0,16.0,3607.0,76322.0,140996.0,16205357.0,0.8945425014909465,86631,61.4,44666,9699,0,0,43594,43037,1997126,82.7,20.3,21.1,75935,25989,0.342253,49946,157618.0,23410.0,2495.0,24.0,804.0,2837.0,16493.0,1.0,4411.0,371.0,10257.0,3375.0,5.0,524.0,130206.0,141289.0,17273903.0,0.8964014262330444,80783,57.2,52211,8295,40114,40669,0,0,2004553,82.4,20.3,20.6,64842,22991,0.35457,41851,40830,1692841,0.024119217339372,56873.0,71737.0,0.7927986952339797,663.0,111716.0,0.0059346915392602,0.0028402786924672,0.0,0.0,70021,0.7627809187664085,18411,21723,22974,0.9455471402454948,157618,0.0027346152043793,2378,0.2221224733215749,0.1378205534900836,0.4349210162772539,,,,,,,,,
18,R,A1,3,E5,4,4,R,A1,3,E5,4,4,168424.0,49302.0,6493.0,4820.0,3811.0,1154.0,3691.0,4755.0,13566.0,5873.0,379.0,2643.0,739.0,3295.0,191168.0,141484.0,14949997.0,0.8400465491853892,63842,45.1,68826,8816,0,0,32173,31669,1552253,79.5,5.0,5.8,56866,20600,0.362255,36266,168424.0,53197.0,2871.0,2108.0,5638.0,6486.0,14391.0,2.0,3555.0,322.0,2657.0,345.0,223.0,955.0,277883.0,148302.0,16113564.0,0.8805277157649741,58603,39.5,82189,7510,29618,28985,0,0,1509974,79.6,5.2,5.7,48703,18275,0.375234,30428,36380,1550709,0.0234602365756566,51796.0,66106.0,0.7835294829516232,638.0,101590.0,0.0062801456836302,0.0026266968808084,0.0,0.0,64012,0.9597864875401084,2542,2905,3603,0.8062725506522342,168424,0.0029220953900086,771,0.1900322994347598,0.0172481356576259,0.0801003667245705,,,,,,,,,
19,R,A1,3,E6,5,4,R,A1,3,E6,5,4,134209.0,29692.0,4188.0,2085.0,3209.0,455.0,3084.0,4584.0,13692.0,5634.0,353.0,2579.0,315.0,3116.0,75976.0,117245.0,13001230.0,0.8736001311387462,62383,53.2,46533,8329,0,0,31130,31253,1511219,81.1,6.5,7.3,55236,19297,0.349355,35939,134209.0,32254.0,2409.0,377.0,3481.0,4542.0,13986.0,3.0,3225.0,333.0,2553.0,380.0,86.0,559.0,142681.0,121654.0,14050478.0,0.9064518772958594,58577,48.2,55782,7295,29333,29244,0,0,1516665,80.2,6.3,6.8,48515,17606,0.362898,30909,48000,1539190,0.0311852337917995,52858.0,65973.0,0.8012065541964137,636.0,102122.0,0.0062278451264174,0.0025717359302463,0.0,0.0,63403,0.9484651747247488,3100,3471,4226,0.8213440605773782,134209,0.0023284775340668,850,0.2362099412110961,0.025862647065398,0.0965776293823038,,,,,,,,,
20,R,A1,3,F17,16,5,R,A1,3,F17,16,5,202138.0,24621.0,1543.0,281.0,4180.0,672.0,4691.0,14277.0,19041.0,6917.0,19715.0,7826.0,30.0,4323.0,146190.0,170500.0,19441965.0,0.843483164966508,105036,61.6,53674,11790,0,0,52576,52460,2428302,83.6,20.9,21.4,90896,31130,0.342479,59766,202138.0,27940.0,3113.0,90.0,1348.0,3557.0,19307.0,1.0,5977.0,485.0,10557.0,15040.0,6.0,1126.0,194297.0,175565.0,21292346.0,0.8685403041486509,100825,57.4,64529,10211,50058,50767,0,0,2499397,83.5,23.5,23.6,79215,27955,0.3529,51260,50237,2015452,0.0249259223241238,68476.0,85085.0,0.8047952047952048,828.0,131954.0,0.0062749139851766,0.0033647805489004,0.0,0.0,83624,0.7531929457964801,23179,27073,28580,0.9472708187543736,202138,0.0035070210774329,2840,0.2068487864726078,0.1339332535198725,0.4529757223886091,,,,,,,,,
21,R,A1,3,F18,17,5,R,A1,3,F18,17,5,190273.0,22926.0,1731.0,217.0,4040.0,511.0,4984.0,7036.0,18232.0,7590.0,11832.0,17423.0,23.0,4019.0,76129.0,156153.0,17953972.0,0.8206787090128395,95762,61.3,48827,11564,0,0,47603,48159,2223397,81.3,16.2,16.9,83835,27697,0.330375,56138,190273.0,25998.0,2823.0,72.0,1328.0,3055.0,19182.0,1.0,4896.0,479.0,19737.0,7394.0,3.0,631.0,160417.0,160376.0,19593733.0,0.8428731349166724,92473,57.7,57435,10468,45637,46836,0,0,2315738,80.4,17.9,18.1,73957,25364,0.342956,48593,42464,2052100,0.0206929486867111,67897.0,87399.0,0.7768624354969736,747.0,134403.0,0.0055579116537577,0.0034056817725062,0.0,0.0,85124,0.8127870449055199,16378,19305,20586,0.9377732439522004,190273,0.0033011676254163,2122,0.2236891203691537,0.1014594819023192,0.3438785870785015,,,,,,,,,
22,R,A1,3,F5,4,5,R,A1,3,F5,4,5,96695.0,28207.0,3954.0,2829.0,2488.0,278.0,1868.0,2106.0,7799.0,3427.0,129.0,1688.0,297.0,2031.0,44297.0,80369.0,8678698.0,0.8311598324628988,33647,41.9,41933,4789,0,0,16829,16818,801549,82.8,6.8,7.5,29719,9898,0.333053,19821,96695.0,29402.0,1694.0,297.0,3334.0,4552.0,8244.0,2.0,1778.0,188.0,1608.0,149.0,82.0,498.0,119408.0,85436.0,9527344.0,0.8835617146698381,32064,37.5,49147,4225,15974,16090,0,0,813911,82.5,6.7,7.0,26367,9181,0.3482,17186,22444,835175,0.0268734097644206,28503.0,34648.0,0.8226448857076888,405.0,53720.0,0.0075390915860014,0.001391080648659,0.0,0.0,34970,0.9449563596076418,1908,2190,2678,0.8177744585511576,96695,0.0016776232231563,526,0.1808263095299653,0.0226485340503645,0.1104833013823024,,,,,,,,,
23,R,A1,3,F6,5,5,R,A1,3,F6,5,5,248512.0,62080.0,11737.0,12070.0,5945.0,709.0,5468.0,7218.0,21699.0,8965.0,313.0,4298.0,823.0,5058.0,102727.0,205247.0,22411497.0,0.82590377929436,98829,48.2,92538,13880,0,0,49722,49107,2372785,81.0,8.6,9.2,87219,30444,0.349052,56775,248512.0,65535.0,4882.0,1077.0,8902.0,15984.0,22225.0,2.0,5328.0,493.0,4369.0,304.0,288.0,1328.0,333772.0,223269.0,24980523.0,0.8984234161730621,93090,41.7,118421,11758,46946,46144,0,0,2391950,80.1,7.7,8.2,75888,27440,0.361585,48448,57714,2352393,0.0245341658472882,79992.0,100838.0,0.7932723774767448,938.0,154311.0,0.0060786334091542,0.0039161718711526,0.0,0.0,97131,0.9230966613763152,7679,8605,9793,0.8786888593893597,248512,0.0043115931788927,1387,0.1954251706155034,0.0346260945145506,0.1515605185289558,,,,,,,,,
24,R,A1,3,G17,16,6,R,A1,3,G17,16,6,199092.0,26376.0,1507.0,207.0,4270.0,693.0,4996.0,8387.0,19071.0,7346.0,12539.0,11860.0,16.0,4476.0,90176.0,171338.0,19620576.0,0.8605971108834107,99081,57.8,61023,11234,0,0,49541,49540,2272546,82.7,21.7,22.1,85874,28299,0.329541,57575,199092.0,30273.0,3592.0,25.0,1064.0,3434.0,20040.0,0.0,5667.0,460.0,14561.0,6898.0,3.0,712.0,156291.0,175805.0,21416984.0,0.8830339742430635,97188,55.3,68865,9752,48148,49040,0,0,2387485,83.0,24.1,23.9,76859,26161,0.340377,50698,53937,1954852,0.0275913470687295,65510.0,82458.0,0.7944650610007519,873.0,128494.0,0.0067940915529129,0.0032388501275377,0.0,0.0,81258,0.7504918123631931,22275,26023,27650,0.9411573236889692,199092,0.0034541740808174,2813,0.2040714845398107,0.1307084162095915,0.4519765179936084,,,,,,,,,
25,R,A1,3,G18,17,6,R,A1,3,G18,17,6,141622.0,18284.0,1258.0,195.0,3001.0,306.0,3231.0,6355.0,14458.0,5138.0,11511.0,9512.0,29.0,3151.0,65515.0,117456.0,13396549.0,0.8293626696417223,66883,56.9,41151,9422,0,0,33481,33402,1585065,80.1,10.2,10.8,58660,19773,0.337078,38887,141622.0,20482.0,2011.0,55.0,874.0,2475.0,14426.0,2.0,3598.0,308.0,10822.0,9326.0,18.0,346.0,125259.0,120094.0,14550753.0,0.8479897191114375,65220,54.3,46591,8283,32487,32733,0,0,1656085,79.4,11.9,12.3,52381,18479,0.352781,33902,27901,1543036,0.018081885322183,52480.0,67220.0,0.7807200238024398,553.0,102187.0,0.0054116472741151,0.0025527752921122,0.0,0.0,63591,0.8736347525038124,7583,8722,9697,0.8994534392080025,141622,0.0024570903987781,1459,0.224509610088828,0.0615864766773523,0.2242851265171775,,,,,,,,,
26,R,A1,3,G5,4,6,R,A1,3,G5,4,6,184381.0,28496.0,4068.0,3249.0,4651.0,488.0,4605.0,7088.0,20812.0,10705.0,342.0,4208.0,282.0,4578.0,94443.0,169562.0,19230831.0,0.9196283781951504,94960,56.0,61132,13470,0,0,47450,47510,2301764,79.6,4.3,4.9,84589,31131,0.368027,53458,184381.0,31569.0,3405.0,438.0,3333.0,6772.0,22059.0,0.0,4943.0,384.0,3904.0,357.0,78.0,789.0,203753.0,174441.0,20795795.0,0.9460898899561234,89045,51.0,73947,11449,44252,44793,0,0,2290795,79.6,4.5,4.8,73708,27988,0.379715,45720,54014,2312921,0.0233531538690685,76868.0,97870.0,0.7854092163073465,891.0,150070.0,0.0059372292929966,0.003904406974617,0.0,0.0,95898,0.9669281493879692,2938,3334,4447,0.7497189116258152,184381,0.0031989435597372,859,0.2600539101100438,0.0180821234292036,0.0623655511700555,,,,,,,,,
